LOTID;DATEADDED;CATEGORY;COLOR;PRICE;QTY;BULK;IMAGE;DESCRIPTION;CONDITION;ITEMTYPE;ITEMID;SALE;STOCKROOM;WEIGHT;DATELASTSOLD;CURRENCY;CATEGORYNAME;CATNAME1;CATNAME2;CATNAME3;CATNAME4;COLORNAME;RGB;COLORTYPE;SUBCONDITION;REMARKS;TIERQTY1;TIERPRICE1;TIERQTY2;TIERPRICE2;TIERQTY3;TIERPRICE3;RESERVEDFOR;RETAIN;SUPERLOTID;SUPERLOTQTY;EXTDESCRIPTION;ITEMTYPENAME;ITEMIDNAME;DIMENSIONX;DIMENSIONY;DIMENSIONZ;BOX;ROW;COLUMN
;;417;85;0,00;1;;id3437color85.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10930-1;A;1;
;;417;86;0,00;1;;id3437color86.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10930-1;A;1;
;;417;156;0,00;1;;id76371color156.jpg;;U;PART;76371;;;0;;;Duplo, Brick 1 x 2 x 2 with Bottom Tube;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10930-1;A;1;
;;488;11;0,00;1;;Not Available;;U;PART;21998;;;0;;;Duplo Front End Loader Bucket with Locking Ring - 7 Teeth;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10930-1;A;1;
;;585;86;0,00;1;;id10566color86.jpg;;U;PART;10566;;;0;;;Duplo Utensil Shovel / Spade with D Handle and Short Blade &#40total length 75mm&#41;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10930-1;A;1;
;;488;11;0,00;1;;Not Available;;U;PART;12591c05;;;0;;;Duplo Car Base 2 x 4 with Fixed Axles, Black Tires and White Wheels;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10930-1;A;1;
;;167;86;0,00;1;;Not Available;;U;PART;65870;;;0;;;Duplo Rock Boulder;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10930-1;A;1;
;;440;1;0,00;1;;Not Available;;U;PART;42025pb16;;;0;;;Duplo, Brick 1 x 3 x 2 Triangle Road Sign with Construction Worker, Duplo Figure Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10930-1;A;1;
;;488;3;0,00;1;;Not Available;;U;PART;67322;;;0;;;Duplo Bulldozer Body, High Cabin;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10930-1;A;1;
;;167;0;0,00;1;;Not Available;;U;MINIFIG;47394pb288;;;0;;;Duplo Figure Lego Ville, Male, Black Legs, Orange Vest with Badge and Pocket, Medium Azure Arms, White Cap with Headset;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10930-1;A;1;
