LOTID;DATEADDED;CATEGORY;COLOR;PRICE;QTY;BULK;IMAGE;DESCRIPTION;CONDITION;ITEMTYPE;ITEMID;SALE;STOCKROOM;WEIGHT;DATELASTSOLD;CURRENCY;CATEGORYNAME;CATNAME1;CATNAME2;CATNAME3;CATNAME4;COLORNAME;RGB;COLORTYPE;SUBCONDITION;REMARKS;TIERQTY1;TIERPRICE1;TIERQTY2;TIERPRICE2;TIERQTY3;TIERPRICE3;RESERVEDFOR;RETAIN;SUPERLOTID;SUPERLOTQTY;EXTDESCRIPTION;ITEMTYPENAME;ITEMIDNAME;DIMENSIONX;DIMENSIONY;DIMENSIONZ;BOX;ROW;COLUMN
;;417;5;0,00;1;;id3437color5.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10506-1;A;1;
;;417;11;0,00;1;;id3437color11.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10506-1;A;1;
;;417;36;0,00;1;;id3437color36.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10506-1;A;1;
;;1037;3;0,00;1;;id6510color3.jpg;;U;PART;6510;;;0;;;Duplo, Plant Flower with Stud;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10506-1;A;1;
;;441;85;0,00;5;;id6377color85.jpg;;U;PART;6377;;;0;;;Duplo, Train Track Straight (short);;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10506-1;A;1;
;;441;85;0,00;8;;id6378color85.jpg;;U;PART;6378;;;0;;;Duplo, Train Track Curved (short);;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10506-1;A;1;
;;441;85;0,00;1;;id6391color85.jpg;;U;PART;6391;;;0;;;Duplo, Train Track with Ramps for Car Crossing;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10506-1;A;1;
;;441;85;0,00;2;;id51943c01color85.jpg;;U;PART;51943c01;;;0;;;Duplo, Train Track Switcher with Red Switch;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10506-1;A;1;
;;440;1;0,00;1;;id42025pb06color1.jpg;;U;PART;42025pb06;;;0;;;Duplo, Brick 1 x 3 x 2 Triangle Road Sign with Steam Engine Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10506-1;A;1;
;;167;11;0,00;1;;id13358color11.jpg;;U;PART;13358;;;0;;;Duplo Drum Reel Holder 2 x 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10506-1;A;1;
;;441;1;0,00;1;;id13359pb01color1.jpg;;U;PART;13359pb01;;;0;;;Duplo, Train Crossing Gate Crossbar with Red Stripes Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10506-1;A;1;
;;417;1;0,00;1;;id4066color1.jpg;;U;PART;4066;;;0;;;Duplo, Brick 1 x 2 x 2 without Bottom Tube;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10506-1;A;1;
;;417;1;0,00;1;;id76371color1.jpg;;U;PART;76371;;;0;;;Duplo, Brick 1 x 2 x 2 with Bottom Tube;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10506-1;A;1;
