LOTID;DATEADDED;CATEGORY;COLOR;PRICE;QTY;BULK;IMAGE;DESCRIPTION;CONDITION;ITEMTYPE;ITEMID;SALE;STOCKROOM;WEIGHT;DATELASTSOLD;CURRENCY;CATEGORYNAME;CATNAME1;CATNAME2;CATNAME3;CATNAME4;COLORNAME;RGB;COLORTYPE;SUBCONDITION;REMARKS;TIERQTY1;TIERPRICE1;TIERQTY2;TIERPRICE2;TIERQTY3;TIERPRICE3;RESERVEDFOR;RETAIN;SUPERLOTID;SUPERLOTQTY;EXTDESCRIPTION;ITEMTYPENAME;ITEMIDNAME;DIMENSIONX;DIMENSIONY;DIMENSIONZ;BOX;ROW;COLUMN
;;137;5;0,00;2;;id2825color5.jpg;;U;PART;2825;;;0;;;Technic, Liftarm, Modified Stud Connector Thin 1 x 4;;;;;;;;;;;;;;;;;;;;;;;;;; 42055-1;;;
;;26;11;0,00;11;;Not Available;;U;PART;3023;;;0;;;Plate 1 x 2;;;;;;;;;;;;;;;;;;;;;;;;;; 42055-1;;;
;;26;1;0,00;1;;id3032color1.jpg;;U;PART;3032;;;0;;;Plate 4 x 6;;;;;;;;;;;;;;;;;;;;;;;;;; 42055-1;;;
;;8;85;0,00;40;;id3062bcolor85.jpg;;U;PART;3062b;;;0;;;Brick, Round 1 x 1 Open Stud;;;;;;;;;;;;;;;;;;;;;;;;;; 42055-1;;;
;;8;86;0,00;40;;id3062bcolor86.jpg;;U;PART;3062b;;;0;;;Brick, Round 1 x 1 Open Stud;;;;;;;;;;;;;;;;;;;;;;;;;; 42055-1;;;
;;139;2;0,00;39;;id32002color2.jpg;;U;PART;32002;;;0;;;Technic, Pin 3/4;;;;;;;;;;;;;;;;;;;;;;;;;; 42055-1;;;
;;137;85;0,00;12;;id32009color85.jpg;;U;PART;32009;;;0;;;Technic, Liftarm, Modified Bent Thick 1 x 11.5 Double;;;;;;;;;;;;;;;;;;;;;;;;;; 42055-1;;;
;;133;3;0,00;35;;id32013color3.jpg;;U;PART;32013;;;0;;;Technic, Axle and Pin Connector Angled #1;;;;;;;;;;;;;;;;;;;;;;;;;; 42055-1;;;
;;133;3;0,00;17;;id32014color3.jpg;;U;PART;32014;;;0;;;Technic, Axle and Pin Connector Angled #6 - 90 degrees;;;;;;;;;;;;;;;;;;;;;;;;;; 42055-1;;;
;;133;86;0,00;2;;id32016color86.jpg;;U;PART;32016;;;0;;;Technic, Axle and Pin Connector Angled #3 - 157.5 degrees;;;;;;;;;;;;;;;;;;;;;;;;;; 42055-1;;;
;;137;3;0,00;1;;id32017color3.jpg;;U;PART;32017;;;0;;;Technic, Liftarm Thin 1 x 5;;;;;;;;;;;;;;;;;;;;;;;;;; 42055-1;;;
;;133;11;0,00;12;;id32034color11.jpg;;U;PART;32034;;;0;;;Technic, Axle and Pin Connector Angled #2 - 180 degrees;;;;;;;;;;;;;;;;;;;;;;;;;; 42055-1;;;
;;133;86;0,00;3;;id32039color86.jpg;;U;PART;32039;;;0;;;Technic, Axle Connector with Axle Hole;;;;;;;;;;;;;;;;;;;;;;;;;; 42055-1;;;
