LOTID;DATEADDED;CATEGORY;COLOR;PRICE;QTY;BULK;IMAGE;DESCRIPTION;CONDITION;ITEMTYPE;ITEMID;SALE;STOCKROOM;WEIGHT;DATELASTSOLD;CURRENCY;CATEGORYNAME;CATNAME1;CATNAME2;CATNAME3;CATNAME4;COLORNAME;RGB;COLORTYPE;SUBCONDITION;REMARKS;TIERQTY1;TIERPRICE1;TIERQTY2;TIERPRICE2;TIERQTY3;TIERPRICE3;RESERVEDFOR;RETAIN;SUPERLOTID;SUPERLOTQTY;EXTDESCRIPTION;ITEMTYPENAME;ITEMIDNAME;DIMENSIONX;DIMENSIONY;DIMENSIONZ;BOX;ROW;COLUMN
;;417;15;0,00;2;;id4066color15.jpg;;U;PART;4066;;;0;;;Duplo, Brick 1 x 2 x 2 without Bottom Tube;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;417;42;0,00;2;;id4066color42.jpg;;U;PART;4066;;;0;;;Duplo, Brick 1 x 2 x 2 without Bottom Tube;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;417;1;0,00;1;;id3437color1.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;417;6;0,00;4;;id3437color6.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;417;7;0,00;2;;id3437color7.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;417;36;0,00;4;;id3437color36.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;417;42;0,00;2;;id3437color42.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;417;85;0,00;2;;id3437color85.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;417;86;0,00;2;;id3437color86.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;487;3;0,00;1;;id4672color3.jpg;;U;PART;4672;;;0;;;Duplo, Plate 4 x 8;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;487;7;0,00;1;;id4672color7.jpg;;U;PART;4672;;;0;;;Duplo, Plate 4 x 8;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;487;36;0,00;1;;id4672color36.jpg;;U;PART;4672;;;0;;;Duplo, Plate 4 x 8;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;417;42;0,00;1;;id3011color42.jpg;;U;PART;3011;;;0;;;Duplo, Brick 2 x 4;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;417;7;0,00;1;;id2300color7.jpg;;U;PART;2300;;;0;;;Duplo, Brick 2 x 6;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;1037;4;0,00;1;;id6510color4.jpg;;U;PART;6510;;;0;;;Duplo, Plant Flower with Stud;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;1037;5;0,00;1;;id6510color5.jpg;;U;PART;6510;;;0;;;Duplo, Plant Flower with Stud;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;487;4;0,00;2;;id40666color4.jpg;;U;PART;40666;;;0;;;Duplo, Plate 2 x 4 x 1/2 &#40Thick&#41;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;487;5;0,00;2;;id40666color5.jpg;;U;PART;40666;;;0;;;Duplo, Plate 2 x 4 x 1/2 &#40Thick&#41;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;487;7;0,00;2;;id40666color7.jpg;;U;PART;40666;;;0;;;Duplo, Plate 2 x 4 x 1/2 &#40Thick&#41;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
;;487;36;0,00;4;;id40666color36.jpg;;U;PART;40666;;;0;;;Duplo, Plate 2 x 4 x 1/2 &#40Thick&#41;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10508-1;A;1;
