LOTID;DATEADDED;CATEGORY;COLOR;PRICE;QTY;BULK;IMAGE;DESCRIPTION;CONDITION;ITEMTYPE;ITEMID;SALE;STOCKROOM;WEIGHT;DATELASTSOLD;CURRENCY;CATEGORYNAME;CATNAME1;CATNAME2;CATNAME3;CATNAME4;COLORNAME;RGB;COLORTYPE;SUBCONDITION;REMARKS;TIERQTY1;TIERPRICE1;TIERQTY2;TIERPRICE2;TIERQTY3;TIERPRICE3;RESERVEDFOR;RETAIN;SUPERLOTID;SUPERLOTQTY;EXTDESCRIPTION;ITEMTYPENAME;ITEMIDNAME;DIMENSIONX;DIMENSIONY;DIMENSIONZ;BOX;ROW;COLUMN
;;26;5;0,00;1;;id3021color5.jpg;;U;PART;3021;;;0;;;Plate 2 x 3;;;;;;;;;;;;;;;;;;;;;;;;;;Blackbox 6608-1;A;1;
;;26;11;0,00;1;;Not Available;;U;PART;3022;;;0;;;Plate 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Blackbox 6608-1;A;1;
;;26;19;0,00;2;;id3024color19.jpg;;U;PART;3024;;;0;;;Plate 1 x 1;;;;;;;;;;;;;;;;;;;;;;;;;;Blackbox 6608-1;A;1;
;;8;11;0,00;1;;id3062bcolor11.jpg;;U;PART;3062b;;;0;;;Brick, Round 1 x 1 Open Stud;;;;;;;;;;;;;;;;;;;;;;;;;;Blackbox 6608-1;A;1;
;;26;5;0,00;1;;id3795color5.jpg;;U;PART;3795;;;0;;;Plate 2 x 6;;;;;;;;;;;;;;;;;;;;;;;;;;Blackbox 6608-1;A;1;
;;72;5;0,00;1;;id3829c01color5.jpg;;U;PART;3829c01;;;0;;;Vehicle, Steering Stand 1 x 2 with Black Steering Wheel;;;;;;;;;;;;;;;;;;;;;;;;;;Blackbox 6608-1;A;1;
;;7;5;0,00;2;;id4070color5.jpg;;U;PART;4070;;;0;;;Brick, Modified 1 x 1 with Headlight;;;;;;;;;;;;;;;;;;;;;;;;;;Blackbox 6608-1;A;1;
;;18;5;0,00;1;;id4079color5.jpg;;U;PART;4079;;;0;;;Minifigure, Utensil Seat / Chair 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Blackbox 6608-1;A;1;
;;532;11;0,00;1;;Not Available;;U;PART;122c01assy2;;;0;;;Plate, Modified 2 x 2 with Red Wheels with Black Tires 15mm D. x 6mm Offset Tread Small &#40122c01 / 3641&#41;;;;;;;;;;;;;;;;;;;;;;;;;;Blackbox 6608-1;A;1;
;;532;11;0,00;1;;Not Available;;U;PART;122c01assy3;;;0;;;Plate, Modified 2 x 2 with Red Wheels with Black Tires 21mm D. x 9mm Offset Tread Medium &#40122c01/ 4084&#41;;;;;;;;;;;;;;;;;;;;;;;;;;Blackbox 6608-1;A;1;
;;5;11;0,00;1;;Not Available;;U;PART;3003old;;;0;;;Brick 2 x 2 without Inside Supports;;;;;;;;;;;;;;;;;;;;;;;;;;Blackbox 6608-1;A;1;
;;67;0;0,00;1;;Not Available;;U;MINIFIG;pln087;;;0;;;Plain Black Torso with Blue Arms, Blue Legs, Brown Male Hair;;;;;;;;;;;;;;;;;;;;;;;;;;Blackbox 6608-1;A;1;
