LOTID;DATEADDED;CATEGORY;COLOR;PRICE;QTY;BULK;IMAGE;DESCRIPTION;CONDITION;ITEMTYPE;ITEMID;SALE;STOCKROOM;WEIGHT;DATELASTSOLD;CURRENCY;CATEGORYNAME;CATNAME1;CATNAME2;CATNAME3;CATNAME4;COLORNAME;RGB;COLORTYPE;SUBCONDITION;REMARKS;TIERQTY1;TIERPRICE1;TIERQTY2;TIERPRICE2;TIERQTY3;TIERPRICE3;RESERVEDFOR;RETAIN;SUPERLOTID;SUPERLOTQTY;EXTDESCRIPTION;ITEMTYPENAME;ITEMIDNAME;DIMENSIONX;DIMENSIONY;DIMENSIONZ;BOX;ROW;COLUMN
;;417;1;0,00;2;;id3437color1.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;417;86;0,00;3;;id3437color86.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;417;156;0,00;1;;id3437color156.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;417;86;0,00;1;;id2302color86.jpg;;U;PART;2302;;;0;;;Duplo, Brick 2 x 3 Slope Curved;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;487;2;0,00;2;;id40666color2.jpg;;U;PART;40666;;;0;;;Duplo, Plate 2 x 4 x 1/2 &#40Thick&#41;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;487;5;0,00;2;;id40666color5.jpg;;U;PART;40666;;;0;;;Duplo, Plate 2 x 4 x 1/2 &#40Thick&#41;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;487;1;0,00;1;;id44524color1.jpg;;U;PART;44524;;;0;;;Duplo, Plate 2 x 8;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;585;5;0,00;1;;id45141color5.jpg;;U;PART;45141;;;0;;;Duplo Utensil Gas Container 1 x 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;167;11;0,00;1;;id58498c01color11.jpg;;U;PART;58498c01;;;0;;;Duplo Hose 11L with Same Color Stud Receptacle and Light Bluish Gray Nozzle;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;487;156;0,00;1;;id98222color156.jpg;;U;PART;98222;;;0;;;Duplo, Plate Round 4 x 4 with Hole with Locking Ridges;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;417;86;0,00;1;;id98223color86.jpg;;U;PART;98223;;;0;;;Duplo, Brick 2 x 4 Slope Curved Double;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;167;5;0,00;1;;id92005color5.jpg;;U;PART;92005;;;0;;;Duplo Turntable 4 x 4 Base, Flush Surface;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;585;3;0,00;1;;id73241color3.jpg;;U;PART;73241;;;0;;;Duplo Utensil Trophy Cup with Number 1 in Shield - Closed Handles;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;417;1;0,00;2;;id76371color1.jpg;;U;PART;76371;;;0;;;Duplo, Brick 1 x 2 x 2 with Bottom Tube;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;417;156;0,00;2;;id76371color156.jpg;;U;PART;76371;;;0;;;Duplo, Brick 1 x 2 x 2 with Bottom Tube;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;440;1;0,00;2;;id3437pb071color1.jpg;;U;PART;3437pb071;;;0;;;Duplo, Brick 2 x 2 with Checkered Flag Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;585;95;0,00;1;;id16265color95.jpg;;U;PART;16265;;;0;;;Duplo Utensil Wrench with Handles;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;417;5;0,00;2;;id35114color5.jpg;;U;PART;35114;;;0;;;Duplo, Brick 3 x 2 Slope 33;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;440;156;0,00;1;;id11170pb03color156.jpg;;U;PART;11170pb03;;;0;;;Duplo, Brick 2 x 2 x 1 1/2 Slope Curved with &#39123&#39 and &#39REGULAR&#39 Fuel Pump Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;440;156;0,00;1;;id3437pb100color156.jpg;;U;PART;3437pb100;;;0;;;Duplo, Brick 2 x 2 with Number 1 Light Aqua Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;440;3;0,00;1;;id3437pb102color3.jpg;;U;PART;3437pb102;;;0;;;Duplo, Brick 2 x 2 with Number 3 Bright Light Yellow Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;440;1;0,00;2;;id14222pb021color1.jpg;;U;PART;14222pb021;;;0;;;Duplo, Brick 1 x 2 x 2 Round Top, Cut Away Sides with Wheel, Tire and &#39LIGHTYEAR&#39 Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;440;5;0,00;1;;id3437pb105color5.jpg;;U;PART;3437pb105;;;0;;;Duplo, Brick 2 x 2 with Number 2 Coral Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;440;86;0,00;1;;id98223pb028color86.jpg;;U;PART;98223pb028;;;0;;;Duplo, Brick 2 x 4 Slope Curved Double with White &#39TOW MATER&#39 and Curved Line Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;440;153;0,00;1;;id98223pb029color153.jpg;;U;PART;98223pb029;;;0;;;Duplo, Brick 2 x 4 Slope Curved Double with White &#39PISTON CUP&#39 on Blue, Red, and Yellow Striped Parallelogram Pattern;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;167;0;0,00;1;;Not Available;;U;MINIFIG;crs021;;;0;;;Duplo Lightning McQueen - Rust-eze Hood, Treaded Tires;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
;;167;0;0,00;1;;Not Available;;U;MINIFIG;crs044;;;0;;;Duplo Tow Mater - Light Bluish Gray Hook Base, Silver Wheels, Lime Flag;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10924-1;A;1;
