LOTID;DATEADDED;CATEGORY;COLOR;PRICE;QTY;BULK;IMAGE;DESCRIPTION;CONDITION;ITEMTYPE;ITEMID;SALE;STOCKROOM;WEIGHT;DATELASTSOLD;CURRENCY;CATEGORYNAME;CATNAME1;CATNAME2;CATNAME3;CATNAME4;COLORNAME;RGB;COLORTYPE;SUBCONDITION;REMARKS;TIERQTY1;TIERPRICE1;TIERQTY2;TIERPRICE2;TIERQTY3;TIERPRICE3;RESERVEDFOR;RETAIN;SUPERLOTID;SUPERLOTQTY;EXTDESCRIPTION;ITEMTYPENAME;ITEMIDNAME;DIMENSIONX;DIMENSIONY;DIMENSIONZ;BOX;ROW;COLUMN
;;417;11;0,00;1;;id3437color11.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10874-1;A;1;
;;417;36;0,00;1;;id3437color36.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10874-1;A;1;
;;417;86;0,00;1;;id3437color86.jpg;;U;PART;3437;;;0;;;Duplo, Brick 2 x 2;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10874-1;A;1;
;;417;7;0,00;2;;id3011color7.jpg;;U;PART;3011;;;0;;;Duplo, Brick 2 x 4;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10874-1;A;1;
;;417;153;0,00;1;;id3011color153.jpg;;U;PART;3011;;;0;;;Duplo, Brick 2 x 4;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10874-1;A;1;
;;417;153;0,00;2;;id2302color153.jpg;;U;PART;2302;;;0;;;Duplo, Brick 2 x 3 Slope Curved;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10874-1;A;1;
;;1121;5;0,00;2;;id31170color5.jpg;;U;PART;31170;;;0;;;Duplo Roof Sloped 33 4 x 4 with Awning Overhang;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10874-1;A;1;
;;441;86;0,00;3;;id6377color86.jpg;;U;PART;6377;;;0;;;Duplo, Train Track Straight (short);;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10874-1;A;1;
;;441;86;0,00;12;;id6378color86.jpg;;U;PART;6378;;;0;;;Duplo, Train Track Curved (short);;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10874-1;A;1;
;;487;1;0,00;1;;id44524color1.jpg;;U;PART;44524;;;0;;;Duplo, Plate 2 x 8;;;;;;;;;;;;;;;;;;;;;;;;;;Joseph 10874-1;A;1;
