ITEMID;QTY;COLORNAME;BOX;ROW;COLUMN
4287;3;Red;Penta Tiroir GrisMetal;D;6
4287;8;Blue;Penta Tiroir GrisMetal;D;6
4287;3;Light Bluish Gray;Penta Tiroir GrisMetal;D;6
4287;5;Light Gray;Penta Tiroir GrisMetal;D;6
3039;18;White;Penta Tiroir GrisMetal;D;7
3039;4;Dark Gray;Penta Tiroir GrisMetal;D;7
3039;98;Black;Penta Tiroir GrisMetal;D;7
3039;66;Yellow;Penta Tiroir GrisMetal;D;7
3039;146;Red;Penta Tiroir GrisMetal;D;7
3039;54;Blue;Penta Tiroir GrisMetal;D;7
3039;11;Light Bluish Gray;Penta Tiroir GrisMetal;D;7
3039;39;Light Gray;Penta Tiroir GrisMetal;D;7
3040;5;Dark Gray;Penta Tiroir GrisMetal;D;8
3040;6;Light Bluish Gray;Penta Tiroir GrisMetal;D;8
3040;77;Light Gray;Penta Tiroir GrisMetal;D;8
3040a;62;White;Penta Tiroir GrisMetal;D;8
3040a;74;Black;Penta Tiroir GrisMetal;D;8
3040a;16;Yellow;Penta Tiroir GrisMetal;D;8
3040a;49;Red;Penta Tiroir GrisMetal;D;8
3040a;31;Blue;Penta Tiroir GrisMetal;D;8
30363;3;White;Penta Tiroir GrisMetal;D;9
4445;5;White;Penta Tiroir GrisMetal;D;9
4445;15;Black;Penta Tiroir GrisMetal;D;9
4445;17;Red;Penta Tiroir GrisMetal;D;9
2456;9;Black;Penta Tiroir GrisMetal;E;1
2696;1;Black;Penta Tiroir GrisMetal;E;1
3001;322;White;Penta Tiroir GrisMetal;E;1
3001;142;Black;Penta Tiroir GrisMetal;E;1
3001;382;Red;Penta Tiroir GrisMetal;E;1
3001;322;Blue;Penta Tiroir GrisMetal;E;1
3002;166;White;Penta Tiroir GrisMetal;E;1
3002;156;Yellow;Penta Tiroir GrisMetal;E;1
3003;470;White;Penta Tiroir GrisMetal;E;1
3003;376;Yellow;Penta Tiroir GrisMetal;E;1
3006;2;Black;Penta Tiroir GrisMetal;E;1
3007;4;Black;Penta Tiroir GrisMetal;E;1
30072;4;Green;Penta Tiroir GrisMetal;E;1
30489;12;Green;Penta Tiroir GrisMetal;E;1
30492;5;Green;Penta Tiroir GrisMetal;E;1
33230;1;Light Violet;Penta Tiroir GrisMetal;E;1
4201;1;White;Penta Tiroir GrisMetal;E;1
4201;5;Green;Penta Tiroir GrisMetal;E;1
4204;1;Dark Gray;Penta Tiroir GrisMetal;E;1
4204;1;Yellow;Penta Tiroir GrisMetal;E;1
4204;16;Green;Penta Tiroir GrisMetal;E;1
42936;6;Dark Gray;Penta Tiroir GrisMetal;E;1
42936;5;Dark Tan;Penta Tiroir GrisMetal;E;1
6161;1;Light Yellow;Penta Tiroir GrisMetal;E;1
6162;1;Bright Light Blue;Penta Tiroir GrisMetal;E;1
6162;2;Light Yellow;Penta Tiroir GrisMetal;E;1
6162;5;Medium Green;Penta Tiroir GrisMetal;E;1
700eX;2;White;Penta Tiroir GrisMetal;E;1
700eX;3;Light Gray;Penta Tiroir GrisMetal;E;1
