ITEMID;QTY;COLORNAME;BOX;ROW;COLUMN
2423;8;Green;casier bleue clair;A;1
2435;1;Green;casier bleue clair;A;1
30093;8;Green;casier bleue clair;A;1
30093;1;Trans-Green;casier bleue clair;A;1
30093;1;Dark Green;casier bleue clair;A;1
30176;3;Green;casier bleue clair;A;1
55236;6;Dark Green;casier bleue clair;A;1
55236;2;Glow In Dark White;casier bleue clair;A;1
x8;1;Bright Green;casier bleue clair;A;1
2417;19;Green;casier bleue clair;A;2
2417;2;Bright Green;casier bleue clair;A;2
2397;1;Yellow;casier bleue clair;A;3
2397;1;Orange;casier bleue clair;A;3
2397;3;Blue;casier bleue clair;A;3
2397;2;Black;casier bleue clair;A;3
6064;1;Red;casier bleue clair;A;3
6148;11;Green;casier bleue clair;A;3
2518;13;Green;casier bleue clair;A;4
50898;1;Orange;casier bleue clair;A;5
50898;1;Black;casier bleue clair;A;5
50898;4;Medium Blue;casier bleue clair;A;5
92013;3;White;casier bleue clair;A;5
92013;5;Black;casier bleue clair;A;5
92013;5;Dark Bluish Gray;casier bleue clair;A;5
17114;1;Dark Bluish Gray;casier bleue clair;B;1
32174;3;Medium Blue;casier bleue clair;B;1
32174;5;Dark Bluish Gray;casier bleue clair;B;1
32174;1;Medium Brown;casier bleue clair;B;1
47296;1;Dark Blue;casier bleue clair;B;1
57908;2;Dark Bluish Gray;casier bleue clair;B;1
57909;1;Dark Bluish Gray;casier bleue clair;B;1
60176;4;Black;casier bleue clair;B;1
61053;1;Dark Bluish Gray;casier bleue clair;B;1
89650;1;Black;casier bleue clair;B;1
57909b;6;Dark Bluish Gray;casier bleue clair;B;1
737;4;Red;casier bleue clair;B;2
4747;1;Red;casier bleue clair;B;2
4748;1;Red;casier bleue clair;B;2
3940a;4;Black;casier bleue clair;B;2
3940b;1;Brown;casier bleue clair;B;2
3940b;1;Dark Gray;casier bleue clair;B;2
3940b;9;Black;casier bleue clair;B;2
3940b;3;Dark Bluish Gray;casier bleue clair;B;2
737ac01;1;Red;casier bleue clair;B;2
737ac02;1;Red;casier bleue clair;B;2
30407;7;Black;casier bleue clair;B;3
30407;2;Trans-Clear;casier bleue clair;B;3
30407;9;Dark Bluish Gray;casier bleue clair;B;3
47844;1;Lime;casier bleue clair;B;3
90607;1;Black;casier bleue clair;B;3
90608;1;Dark Bluish Gray;casier bleue clair;B;3
90609;2;Black;casier bleue clair;B;3
90617;1;Red;casier bleue clair;B;3
90617;4;Dark Bluish Gray;casier bleue clair;B;3
90634;1;Black;casier bleue clair;B;3
57906;2;Black;casier bleue clair;B;4
57906;1;Flat Silver;casier bleue clair;B;4
57906pb011L;3;Flat Silver;casier bleue clair;B;4
57906pb011R;3;Flat Silver;casier bleue clair;B;4
57906pb015;1;Dark Blue;casier bleue clair;B;4
57906pb019;1;Black;casier bleue clair;B;4
2479;3;Blue;casier bleue clair;B;5
2479;4;Light Gray;casier bleue clair;B;5
2479;8;Black;casier bleue clair;B;5
3462;4;Red;casier bleue clair;B;5
3462;3;Black;casier bleue clair;B;5
3481;2;White;casier bleue clair;B;5
3481;3;Red;casier bleue clair;B;5
3481;1;Blue;casier bleue clair;B;5
4617a;2;Yellow;casier bleue clair;B;5
2421;3;Light Gray;casier bleue clair;C;1
2421;9;Black;casier bleue clair;C;1
3461;1;Yellow;casier bleue clair;C;1
3461;3;Light Gray;casier bleue clair;C;1
3461;2;Black;casier bleue clair;C;1
4617;2;Yellow;casier bleue clair;C;1
4617;2;Black;casier bleue clair;C;1
4617;1;Dark Bluish Gray;casier bleue clair;C;1
4745;10;Yellow;casier bleue clair;C;1
4745;4;Red;casier bleue clair;C;1
32125;5;Light Bluish Gray;casier bleue clair;C;1
3480;1;Light Gray;casier bleue clair;C;2
3480;5;Black;casier bleue clair;C;2
6041;4;Yellow;casier bleue clair;C;2
6041;2;Red;casier bleue clair;C;2
6041;4;Black;casier bleue clair;C;2
6041;2;Flat Silver;casier bleue clair;C;2
6041;3;Trans-Orange;casier bleue clair;C;2
30165;2;Red;casier bleue clair;C;2
30165;1;Brown;casier bleue clair;C;2
30165;4;Dark Gray;casier bleue clair;C;2
30165;1;Black;casier bleue clair;C;2
92842;1;Black;casier bleue clair;C;2
30361b;2;Black;casier bleue clair;C;2
30361c;1;White;casier bleue clair;C;2
30361c;1;Red;casier bleue clair;C;2
30361c;2;Black;casier bleue clair;C;2
3039p11;1;Yellow;casier bleue clair;C;3
3039p15;1;White;casier bleue clair;C;3
3039p23;1;White;casier bleue clair;C;3
3039p23;1;Blue;casier bleue clair;C;3
3039p23;2;Light Gray;casier bleue clair;C;3
3039p32;1;White;casier bleue clair;C;3
3039p33;2;Black;casier bleue clair;C;3
3039p34;1;White;casier bleue clair;C;3
3039p34;2;Blue;casier bleue clair;C;3
3039p34;3;Light Gray;casier bleue clair;C;3
3039pb002;1;Black;casier bleue clair;C;3
3039pb018;1;White;casier bleue clair;C;3
3039pb020;1;Black;casier bleue clair;C;3
3039pb041;7;White;casier bleue clair;C;3
3039pb041;3;Black;casier bleue clair;C;3
3039pb042;2;White;casier bleue clair;C;3
3039pb045;5;White;casier bleue clair;C;3
3039pb062;1;Light Bluish Gray;casier bleue clair;C;3
3039pc3;1;Light Gray;casier bleue clair;C;3
3039pc5;2;Light Gray;casier bleue clair;C;3
3039ps1;1;Black;casier bleue clair;C;3
3039px11;1;Dark Gray;casier bleue clair;C;3
3039px14;1;White;casier bleue clair;C;3
3039px15;1;Dark Turquoise;casier bleue clair;C;3
3039px2;1;Black;casier bleue clair;C;3
3039px5;6;White;casier bleue clair;C;3
2431px17;6;Dark Bluish Gray;casier bleue clair;C;4
3004p22;3;White;casier bleue clair;C;4
3004px4;3;White;casier bleue clair;C;4
3040p01;3;Black;casier bleue clair;C;4
3040p33;1;Black;casier bleue clair;C;4
3040pb003;2;Red;casier bleue clair;C;4
3040pb010;1;Light Bluish Gray;casier bleue clair;C;4
3068bpb0058;3;Dark Bluish Gray;casier bleue clair;C;4
