ITEMID;QTY;COLORNAME;BOX;ROW;COLUMN
3030;6;White;Penta Tiroir Mauve;D;1
3030;22;Black;Penta Tiroir Mauve;D;1
3030;4;Yellow;Penta Tiroir Mauve;D;1
3030;8;Red;Penta Tiroir Mauve;D;1
3030;6;Blue;Penta Tiroir Mauve;D;1
3031;15;White;Penta Tiroir Mauve;D;1
3031;27;Black;Penta Tiroir Mauve;D;1
3031;11;Yellow;Penta Tiroir Mauve;D;1
3031;17;Red;Penta Tiroir Mauve;D;1
3031;11;Blue;Penta Tiroir Mauve;D;1
3031;4;Light Bluish Gray;Penta Tiroir Mauve;D;1
3031;9;Light Gray;Penta Tiroir Mauve;D;1
3032;12;White;Penta Tiroir Mauve;D;1
3032;38;Black;Penta Tiroir Mauve;D;1
3032;21;Yellow;Penta Tiroir Mauve;D;1
3032;17;Red;Penta Tiroir Mauve;D;1
3032;13;Blue;Penta Tiroir Mauve;D;1
3032;9;Light Bluish Gray;Penta Tiroir Mauve;D;1
3032;14;Light Gray;Penta Tiroir Mauve;D;1
3033;1;White;Penta Tiroir Mauve;D;1
3033;27;Black;Penta Tiroir Mauve;D;1
3033;2;Yellow;Penta Tiroir Mauve;D;1
3033;7;Red;Penta Tiroir Mauve;D;1
3033;8;Light Bluish Gray;Penta Tiroir Mauve;D;1
3033;2;Light Gray;Penta Tiroir Mauve;D;1
3034;24;White;Penta Tiroir Mauve;D;1
3034;39;Black;Penta Tiroir Mauve;D;1
3034;10;Yellow;Penta Tiroir Mauve;D;1
3034;15;Red;Penta Tiroir Mauve;D;1
3034;47;Blue;Penta Tiroir Mauve;D;1
3034;19;Light Bluish Gray;Penta Tiroir Mauve;D;1
3034;4;Light Gray;Penta Tiroir Mauve;D;1
3035;12;White;Penta Tiroir Mauve;D;1
3035;39;Black;Penta Tiroir Mauve;D;1
3035;5;Yellow;Penta Tiroir Mauve;D;1
3035;13;Red;Penta Tiroir Mauve;D;1
3035;14;Blue;Penta Tiroir Mauve;D;1
3035;2;Light Bluish Gray;Penta Tiroir Mauve;D;1
3035;4;Light Gray;Penta Tiroir Mauve;D;1
3036;21;White;Penta Tiroir Mauve;D;1
3036;15;Black;Penta Tiroir Mauve;D;1
3036;6;Red;Penta Tiroir Mauve;D;1
3036;1;Blue;Penta Tiroir Mauve;D;1
3036;4;Light Bluish Gray;Penta Tiroir Mauve;D;1
