ITEMID;QTY;COLORNAME;BOX;ROW;COLUMN
2730;3;White;Tri Tiroir VioletFonce;A;1
2730;6;Black;Tri Tiroir VioletFonce;A;1
2730;2;Yellow;Tri Tiroir VioletFonce;A;1
2730;1;Red;Tri Tiroir VioletFonce;A;1
2730;2;Dark Blue;Tri Tiroir VioletFonce;A;1
32001;1;White;Tri Tiroir VioletFonce;A;1
32001;7;Black;Tri Tiroir VioletFonce;A;1
32001;2;Red;Tri Tiroir VioletFonce;A;1
32001;5;Light Bluish Gray;Tri Tiroir VioletFonce;A;1
32018;8;White;Tri Tiroir VioletFonce;A;1
32018;15;Black;Tri Tiroir VioletFonce;A;1
32018;11;Yellow;Tri Tiroir VioletFonce;A;1
32018;18;Dark Bluish Gray;Tri Tiroir VioletFonce;A;1
32018;3;Light Bluish Gray;Tri Tiroir VioletFonce;A;1
32018;7;Light Gray;Tri Tiroir VioletFonce;A;1
32324;1;White;Tri Tiroir VioletFonce;A;1
32324;2;Black;Tri Tiroir VioletFonce;A;1
32324;2;Light Bluish Gray;Tri Tiroir VioletFonce;A;1
32531;5;Black;Tri Tiroir VioletFonce;A;1
32531;1;Light Gray;Tri Tiroir VioletFonce;A;1
32532;2;White;Tri Tiroir VioletFonce;A;1
32532;2;Yellow;Tri Tiroir VioletFonce;A;1
32532;2;Light Bluish Gray;Tri Tiroir VioletFonce;A;1
32555;3;Yellow;Tri Tiroir VioletFonce;A;1
3702;14;Black;Tri Tiroir VioletFonce;A;1
3702;3;Yellow;Tri Tiroir VioletFonce;A;1
3702;16;Red;Tri Tiroir VioletFonce;A;1
3702;11;Blue;Tri Tiroir VioletFonce;A;1
3702;2;Light Bluish Gray;Tri Tiroir VioletFonce;A;1
3703;3;Yellow;Tri Tiroir VioletFonce;A;1
3703;2;Red;Tri Tiroir VioletFonce;A;1
3703;5;Blue;Tri Tiroir VioletFonce;A;1
3703;3;Dark Bluish Gray;Tri Tiroir VioletFonce;A;1
3709b;5;White;Tri Tiroir VioletFonce;A;1
3709b;6;Black;Tri Tiroir VioletFonce;A;1
3709b;4;Yellow;Tri Tiroir VioletFonce;A;1
3709b;16;Red;Tri Tiroir VioletFonce;A;1
3709b;6;Blue;Tri Tiroir VioletFonce;A;1
3709b;4;Dark Bluish Gray;Tri Tiroir VioletFonce;A;1
3709b;4;Light Bluish Gray;Tri Tiroir VioletFonce;A;1
3709b;1;Light Gray;Tri Tiroir VioletFonce;A;1
3738;2;Black;Tri Tiroir VioletFonce;A;1
3738;2;Yellow;Tri Tiroir VioletFonce;A;1
3738;6;Red;Tri Tiroir VioletFonce;A;1
3738;2;Blue;Tri Tiroir VioletFonce;A;1
3738;2;Dark Bluish Gray;Tri Tiroir VioletFonce;A;1
3738;2;Light Gray;Tri Tiroir VioletFonce;A;1
3894;6;White;Tri Tiroir VioletFonce;A;1
3894;10;Black;Tri Tiroir VioletFonce;A;1
3894;3;Yellow;Tri Tiroir VioletFonce;A;1
3894;11;Red;Tri Tiroir VioletFonce;A;1
3894;2;Blue;Tri Tiroir VioletFonce;A;1
3894;5;Dark Bluish Gray;Tri Tiroir VioletFonce;A;1
3894;1;Light Bluish Gray;Tri Tiroir VioletFonce;A;1
3894;1;Light Gray;Tri Tiroir VioletFonce;A;1
3895;3;Yellow;Tri Tiroir VioletFonce;A;1
3895;4;Red;Tri Tiroir VioletFonce;A;1
3895;5;Blue;Tri Tiroir VioletFonce;A;1
3895;6;Dark Bluish Gray;Tri Tiroir VioletFonce;A;1
32524;1;White;Tri Tiroir VioletFonce;A;2
32524;15;Black;Tri Tiroir VioletFonce;A;2
32524;3;Yellow;Tri Tiroir VioletFonce;A;2
32524;5;Lime;Tri Tiroir VioletFonce;A;2
32524;2;Red;Tri Tiroir VioletFonce;A;2
32524;3;Blue;Tri Tiroir VioletFonce;A;2
32524;12;Dark Bluish Gray;Tri Tiroir VioletFonce;A;2
32524;8;Light Bluish Gray;Tri Tiroir VioletFonce;A;2
40490;2;White;Tri Tiroir VioletFonce;A;24
40490;1;Dark Gray;Tri Tiroir VioletFonce;A;24
40490;6;Black;Tri Tiroir VioletFonce;A;24
40490;1;Yellow;Tri Tiroir VioletFonce;A;24
40490;2;Blue;Tri Tiroir VioletFonce;A;24
40490;4;Dark Bluish Gray;Tri Tiroir VioletFonce;A;24
40490;1;Light Bluish Gray;Tri Tiroir VioletFonce;A;24
32348;3;Black;Tri Tiroir VioletFonce;A;25
32348;1;Orange;Tri Tiroir VioletFonce;A;25
32348;6;Red;Tri Tiroir VioletFonce;A;25
32348;2;Dark Bluish Gray;Tri Tiroir VioletFonce;A;25
32348;4;Light Bluish Gray;Tri Tiroir VioletFonce;A;25
32271;3;Dark Gray;Tri Tiroir VioletFonce;A;26
32271;6;Black;Tri Tiroir VioletFonce;A;26
32271;1;Yellow;Tri Tiroir VioletFonce;A;26
32271;5;Lime;Tri Tiroir VioletFonce;A;26
32271;3;Orange;Tri Tiroir VioletFonce;A;26
32271;4;Red;Tri Tiroir VioletFonce;A;26
32271;2;Dark Bluish Gray;Tri Tiroir VioletFonce;A;26
32271;2;Light Bluish Gray;Tri Tiroir VioletFonce;A;26
32525;7;Black;Tri Tiroir VioletFonce;A;3
32525;2;Orange;Tri Tiroir VioletFonce;A;3
32525;2;Blue;Tri Tiroir VioletFonce;A;3
32525;5;Dark Bluish Gray;Tri Tiroir VioletFonce;A;3
32525;5;Light Bluish Gray;Tri Tiroir VioletFonce;A;3
35525;4;White;Tri Tiroir VioletFonce;A;3
35525;2;Yellow;Tri Tiroir VioletFonce;A;3
41239;17;Black;Tri Tiroir VioletFonce;A;4
41239;7;Blue;Tri Tiroir VioletFonce;A;4
41239;2;Dark Bluish Gray;Tri Tiroir VioletFonce;A;4
41239;8;Light Bluish Gray;Tri Tiroir VioletFonce;A;4
4217;9;White;Tri Tiroir VioletFonce;A;5
4217;12;Red;Tri Tiroir VioletFonce;A;5
6056;5;Light Gray;Tri Tiroir VioletFonce;A;5
32009;5;Black;Tri Tiroir VioletFonce;A;6
32009;2;Orange;Tri Tiroir VioletFonce;A;6
32009;1;Red;Tri Tiroir VioletFonce;A;6
32009;2;Blue;Tri Tiroir VioletFonce;A;6
32009;2;Dark Bluish Gray;Tri Tiroir VioletFonce;A;6
32009;1;Light Bluish Gray;Tri Tiroir VioletFonce;A;6
32278;2;White;Tri Tiroir VioletFonce;A;7
32278;8;Black;Tri Tiroir VioletFonce;A;7
32278;2;Orange;Tri Tiroir VioletFonce;A;7
32278;1;Green;Tri Tiroir VioletFonce;A;7
32278;3;Dark Bluish Gray;Tri Tiroir VioletFonce;A;7
32278pb007L;1;Lime;Tri Tiroir VioletFonce;A;7
32278pb007R;1;Lime;Tri Tiroir VioletFonce;A;7
64782;1;Green;Tri Tiroir VioletFonce;A;8
64782;8;Light Bluish Gray;Tri Tiroir VioletFonce;A;8
64782pb014L;1;White;Tri Tiroir VioletFonce;A;8
64782pb014R;1;White;Tri Tiroir VioletFonce;A;8
64782pb015R;1;White;Tri Tiroir VioletFonce;A;8
64782pb016L;1;Green;Tri Tiroir VioletFonce;A;8
11215;2;Black;Tri Tiroir VioletFonce;B;1
11215;1;Light Bluish Gray;Tri Tiroir VioletFonce;B;1
4214;8;White;Tri Tiroir VioletFonce;B;10
4214;6;Black;Tri Tiroir VioletFonce;B;10
4214;5;Yellow;Tri Tiroir VioletFonce;B;10
4214;9;Red;Tri Tiroir VioletFonce;B;10
4214;1;Blue;Tri Tiroir VioletFonce;B;10
6259pb002;1;Yellow;Tri Tiroir VioletFonce;B;11
6259pb003;1;Yellow;Tri Tiroir VioletFonce;B;11
6259pb017;1;Yellow;Tri Tiroir VioletFonce;B;11
4532a;9;White;Tri Tiroir VioletFonce;B;12
4532a;1;Black;Tri Tiroir VioletFonce;B;12
4532a;6;Yellow;Tri Tiroir VioletFonce;B;12
4532a;13;Red;Tri Tiroir VioletFonce;B;12
4532a;1;Blue;Tri Tiroir VioletFonce;B;12
4532a;4;Light Bluish Gray;Tri Tiroir VioletFonce;B;12
6239pb001;3;Black;Tri Tiroir VioletFonce;B;13
6239pb012;1;White;Tri Tiroir VioletFonce;B;13
6239pb031;1;White;Tri Tiroir VioletFonce;B;13
6239pb051;1;Dark Bluish Gray;Tri Tiroir VioletFonce;B;13
6239pb064;1;Dark Bluish Gray;Tri Tiroir VioletFonce;B;13
