LOTID;DATEADDED;CATEGORY;COLOR;PRICE;QTY;BULK;IMAGE;DESCRIPTION;CONDITION;ITEMTYPE;ITEMID;SALE;STOCKROOM;WEIGHT;DATELASTSOLD;CURRENCY;CATEGORYNAME;CATNAME1;CATNAME2;CATNAME3;CATNAME4;COLORNAME;RGB;COLORTYPE;SUBCONDITION;REMARKS;TIERQTY1;TIERPRICE1;TIERQTY2;TIERPRICE2;TIERQTY3;TIERPRICE3;RESERVEDFOR;RETAIN;SUPERLOTID;SUPERLOTQTY;EXTDESCRIPTION;ITEMTYPENAME;ITEMIDNAME;DIMENSIONX;DIMENSIONY;DIMENSIONZ;BOX;ROW;COLUMN
;;18;85;0,2098;4;;Not Available;;U;P;6246f;;;0,3;;;Minifigure, Utensil;Minifigure;Utensil;P;;Dark Bluish Gray;###595D60;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Tool Oil Can - Smooth Handle;?;?;?;Casier Grand OrangeDeux;A;4
;;19;95;0,2423;1;;Not Available;;U;P;76764;;;0,19;;;Minifigure, Weapon;Minifigure;Weapon;P;;Flat Silver;###8D949C;Pearl;;;;;;;;;;;;;;Part;Minifigure, Weapon Sword, Shortsword Elaborate Hilt;?;?;?;Casier Grand OrangeDeux;A;4
;;18;5;0,0702;5;;Not Available;;U;P;92585;;;0,34;;;Minifigure, Utensil;Minifigure;Utensil;P;;Red;###B30006;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Tool Crowbar;?;?;?;Casier Grand OrangeDeux;A;4
;;19;95;0,1607;1;;Not Available;;U;P;98139;;;0,18;;;Minifigure, Weapon;Minifigure;Weapon;P;;Flat Silver;###8D949C;Pearl;;;;;;;;;;;;;;Part;Minifigure, Weapon Sai;1.5;3.5;0.5;Casier Grand OrangeDeux;A;4
;;18;11;0,2259;3;;Not Available;;U;P;12885;;;0,22;;;Minifigure, Utensil;Minifigure;Utensil;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Paint Roller Brush Handle;?;?;?;Casier Grand OrangeDeux;A;5
;;18;95;0,1585;1;;Not Available;;U;P;18920;;;0,19;;;Minifigure, Utensil;Minifigure;Utensil;P;;Flat Silver;###8D949C;Pearl;;;;;;;;;;;;;;Part;Minifigure, Utensil Scissors;?;?;?;Casier Grand OrangeDeux;A;5
;;18;11;0,0377;6;;Not Available;;U;P;30031;;;0,33;;;Minifigure, Utensil;Minifigure;Utensil;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Handlebars;?;?;?;Casier Grand OrangeDeux;A;5
;;18;5;0,127;3;;Not Available;;U;P;30031;;;0,33;;;Minifigure, Utensil;Minifigure;Utensil;P;;Red;###B30006;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Handlebars;?;?;?;Casier Grand OrangeDeux;A;5
;;18;85;0,0372;8;;Not Available;;U;P;30031;;;0,33;;;Minifigure, Utensil;Minifigure;Utensil;P;;Dark Bluish Gray;###595D60;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Handlebars;?;?;?;Casier Grand OrangeDeux;A;5
;;18;3;0,2548;1;;Not Available;;U;P;30092;;;1,72;;;Minifigure, Utensil;Minifigure;Utensil;P;;Yellow;###FFE001;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Underwater Scooter Octagonal with Handles;?;?;?;Casier Grand OrangeDeux;A;5
;;18;10;0,113;4;;Not Available;;U;P;30162;;;0,19;;;Minifigure, Utensil;Minifigure;Utensil;P;;Dark Gray;###6B5A5A;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Binoculars Town;?;?;?;Casier Grand OrangeDeux;A;5
;;18;11;1,2499;4;;Not Available;;U;P;30162;;;0,19;;;Minifigure, Utensil;Minifigure;Utensil;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Binoculars Town;?;?;?;Casier Grand OrangeDeux;A;5
;;18;85;0,053;3;;Not Available;;U;P;30162;;;0,19;;;Minifigure, Utensil;Minifigure;Utensil;P;;Dark Bluish Gray;###595D60;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Binoculars Town;?;?;?;Casier Grand OrangeDeux;A;5
;;18;86;0,2082;1;;Not Available;;U;P;30162;;;0,19;;;Minifigure, Utensil;Minifigure;Utensil;P;;Light Bluish Gray;###AFB5C7;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Binoculars Town;?;?;?;Casier Grand OrangeDeux;A;5
;;18;85;0,1441;6;;Not Available;;U;P;30193;;;0,14;;;Minifigure, Utensil;Minifigure;Utensil;P;;Dark Bluish Gray;###595D60;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Ice Pick - 6-Rib Handle;?;?;?;Casier Grand OrangeDeux;A;5
;;18;85;0;2;;Not Available;;U;P;30198;;;0,33;;;Minifigure, Utensil;Minifigure;Utensil;P;;Dark Bluish Gray;###595D60;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Grab Jaw Holder;?;?;?;Casier Grand OrangeDeux;A;5
;;18;85;0,1299;2;;Not Available;;U;P;30229;;;0,2;;;Minifigure, Utensil;Minifigure;Utensil;P;;Dark Bluish Gray;###595D60;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Zipline Handle;?;?;?;Casier Grand OrangeDeux;A;5
;;18;10;0,1107;2;;Not Available;;U;P;30304;;;0,3;;;Minifigure, Utensil;Minifigure;Utensil;P;;Dark Gray;###6B5A5A;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Binoculars Space;?;?;?;Casier Grand OrangeDeux;A;5
;;18;110;0,0918;3;;Not Available;;U;P;3852b;;;0,31;;;Minifigure, Utensil;Minifigure;Utensil;P;;Bright Light Orange;###FFC700;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Hairbrush - 10mm Handle;?;?;?;Casier Grand OrangeDeux;A;5
;;18;1;0,0599;8;;Not Available;;U;P;3900;;;0,25;;;Minifigure, Utensil;Minifigure;Utensil;P;;White;###FFFFFF;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Signal Paddle;?;?;?;Casier Grand OrangeDeux;A;5
;;18;86;0,1628;8;;Not Available;;U;P;3900;;;0,25;;;Minifigure, Utensil;Minifigure;Utensil;P;;Light Bluish Gray;###AFB5C7;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Signal Paddle;?;?;?;Casier Grand OrangeDeux;A;5
;;18;9;0,2185;4;;Not Available;;U;P;3900;;;0,25;;;Minifigure, Utensil;Minifigure;Utensil;P;;Light Gray;###9C9C9C;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Signal Paddle;?;?;?;Casier Grand OrangeDeux;A;5
;;18;85;0,1298;1;;Not Available;;U;P;40359a;;;0,18;;;Minifigure, Utensil;Minifigure;Utensil;P;;Dark Bluish Gray;###595D60;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Key;?;?;?;Casier Grand OrangeDeux;A;5
;;18;86;0,4715;1;;Not Available;;U;P;4479;;;0,76;;;Minifigure, Utensil;Minifigure;Utensil;P;;Light Bluish Gray;###AFB5C7;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Metal Detector, Stud on Search Head;?;?;?;Casier Grand OrangeDeux;A;5
;;18;5;0,1051;2;;Not Available;;U;P;64728;;;0,5;;;Minifigure, Utensil;Minifigure;Utensil;P;;Red;###B30006;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Dynamite Sticks Bundle;?;?;?;Casier Grand OrangeDeux;A;5
;;18;34;0,086;2;;Not Available;;U;P;87989;;;0,1;;;Minifigure, Utensil;Minifigure;Utensil;P;;Lime;###C4E000;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Syringe;?;?;?;Casier Grand OrangeDeux;A;5
;;18;11;0,1083;1;;Not Available;;U;P;90370;;;0,14;;;Minifigure, Utensil;Minifigure;Utensil;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Microphone;?;?;?;Casier Grand OrangeDeux;A;5
;;943;1;0,7591;2;;Not Available;;U;P;93218pb02;;;1,3;;;Minifigure, Utensil, Decorated;Minifigure;Utensil;P;;White;###FFFFFF;Solid;;;;;;;;;;;;;;Part;"Minifigure, Utensil Snowboard Small with Medium Blue and Black Stripes and Circles and ""48mm"" Pattern";?;?;?;Casier Grand OrangeDeux;A;5
;;18;5;0,1482;3;;Not Available;;U;P;95343;;;0,35;;;Minifigure, Utensil;Minifigure;Utensil;P;;Red;###B30006;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Bucket 1 x 1 x 1 Tapered with Handle Holders;1;1;1;Casier Grand OrangeDeux;A;5
;;18;88;0,193;1;;Not Available;;U;P;95343;;;0,35;;;Minifigure, Utensil;Minifigure;Utensil;P;;Reddish Brown;###89351D;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Bucket 1 x 1 x 1 Tapered with Handle Holders;1;1;1;Casier Grand OrangeDeux;A;5
;;18;115;0,0663;3;;Not Available;;U;P;95344;;;0,13;;;Minifigure, Utensil;Minifigure;Utensil;P;;Pearl Gold;###E79E1D;Pearl;;;;;;;;;;;;;;Part;Minifigure, Utensil Bucket 1 x 1 x 1 Handle / Scooter Stand;1;1;0;Casier Grand OrangeDeux;A;5
;;18;69;0,0559;9;;Not Available;;U;P;95344;;;0,13;;;Minifigure, Utensil;Minifigure;Utensil;P;;Dark Tan;###B89869;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Bucket 1 x 1 x 1 Handle / Scooter Stand;1;1;0;Casier Grand OrangeDeux;A;5
;;18;11;0,1078;2;;Not Available;;U;P;30089b;;;0,44;;;Minifigure, Utensil;Minifigure;Utensil;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Camera Handheld Style with Extended Bar Handle;1;2.5;1;Casier Grand OrangeDeux;A;6
;;18;11;0,1078;1;;Not Available;;U;P;30089b;;;0,44;;;Minifigure, Utensil;Minifigure;Utensil;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Camera Handheld Style with Extended Bar Handle;1;2.5;1;Casier Grand OrangeDeux;A;6
;;18;3;1,9639;1;;Not Available;;U;P;30089b;;;0,44;;;Minifigure, Utensil;Minifigure;Utensil;P;;Yellow;###FFE001;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Camera Handheld Style with Extended Bar Handle;1;2.5;1;Casier Grand OrangeDeux;A;6
;;18;11;0,6629;4;;Not Available;;U;P;30148;;;1,1;;;Minifigure, Utensil;Minifigure;Utensil;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Camera Movie Style;?;?;?;Casier Grand OrangeDeux;A;6
;;39;86;0,0883;1;;Not Available;;U;P;3069bp02;;;0,26;;;Tile, Decorated;Tile;Decorated;P;;Light Bluish Gray;###AFB5C7;Solid;;;;;;;;;;;;;;Part;Tile 1 x 2 with Groove with Black Tape Reels Pattern;1;2;0;Casier Grand OrangeDeux;A;6
;;39;9;0,1003;12;;Not Available;;U;P;3069bp02;;;0,26;;;Tile, Decorated;Tile;Decorated;P;;Light Gray;###9C9C9C;Solid;;;;;;;;;;;;;;Part;Tile 1 x 2 with Groove with Black Tape Reels Pattern;1;2;0;Casier Grand OrangeDeux;A;6
;;39;1;1,7041;2;;Not Available;;U;P;3069bpx22;;;0,26;;;Tile, Decorated;Tile;Decorated;P;;White;###FFFFFF;Solid;;;;;;;;;;;;;;Part;Tile 1 x 2 with Groove with Minifigure and Pyramids Pattern;1;2;0;Casier Grand OrangeDeux;A;6
;;7;11;0,0712;17;;Not Available;;U;P;4595;;;0,68;;;Brick, Modified;Brick;Modified;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Brick, Modified 1 x 2 x 2/3 with Studs on Sides;1;2;0;Casier Grand OrangeDeux;A;6
;;7;2;1,5022;1;;Not Available;;U;P;4595;;;0,68;;;Brick, Modified;Brick;Modified;P;;Tan;###EED9A4;Solid;;;;;;;;;;;;;;Part;Brick, Modified 1 x 2 x 2/3 with Studs on Sides;1;2;0;Casier Grand OrangeDeux;A;6
;;7;7;1,1619;1;;Not Available;;U;P;4595;;;0,68;;;Brick, Modified;Brick;Modified;P;;Blue;###0057A6;Solid;;;;;;;;;;;;;;Part;Brick, Modified 1 x 2 x 2/3 with Studs on Sides;1;2;0;Casier Grand OrangeDeux;A;6
;;7;9;0,1651;5;;Not Available;;U;P;4595;;;0,68;;;Brick, Modified;Brick;Modified;P;;Light Gray;###9C9C9C;Solid;;;;;;;;;;;;;;Part;Brick, Modified 1 x 2 x 2/3 with Studs on Sides;1;2;0;Casier Grand OrangeDeux;A;6
;;107;1;0,0417;2;;Not Available;;U;P;4599b;;;0,21;;;Tap;Tap;;P;;White;###FFFFFF;Solid;;;;;;;;;;;;;;Part;Tap 1 x 1 without Hole in Nozzle End;?;?;?;Casier Grand OrangeDeux;A;6
;;107;11;0,0351;24;;Not Available;;U;P;4599b;;;0,21;;;Tap;Tap;;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Tap 1 x 1 without Hole in Nozzle End;?;?;?;Casier Grand OrangeDeux;A;6
;;107;3;0,0292;8;;Not Available;;U;P;4599b;;;0,21;;;Tap;Tap;;P;;Yellow;###FFE001;Solid;;;;;;;;;;;;;;Part;Tap 1 x 1 without Hole in Nozzle End;?;?;?;Casier Grand OrangeDeux;A;6
;;107;5;0,0371;4;;Not Available;;U;P;4599b;;;0,21;;;Tap;Tap;;P;;Red;###B30006;Solid;;;;;;;;;;;;;;Part;Tap 1 x 1 without Hole in Nozzle End;?;?;?;Casier Grand OrangeDeux;A;6
;;107;7;0,0345;2;;Not Available;;U;P;4599b;;;0,21;;;Tap;Tap;;P;;Blue;###0057A6;Solid;;;;;;;;;;;;;;Part;Tap 1 x 1 without Hole in Nozzle End;?;?;?;Casier Grand OrangeDeux;A;6
;;107;86;0,0803;15;;Not Available;;U;P;4599b;;;0,21;;;Tap;Tap;;P;;Light Bluish Gray;###AFB5C7;Solid;;;;;;;;;;;;;;Part;Tap 1 x 1 without Hole in Nozzle End;?;?;?;Casier Grand OrangeDeux;A;6
;;19;12;0,386;2;;Not Available;;U;P;11439pb01;;;0,27;;;Minifigure, Weapon;Minifigure;Weapon;P;;Trans-Clear;###EEEEEE;Transparent;;;;;;;;;;;;;;Part;Minifigure, Weapon Sword, Jagged Edges with Marbled White Pattern;?;?;?;Casier Grand OrangeDeux;B;1
;;19;14;0,2811;4;;Not Available;;U;P;11439pb01;;;0,27;;;Minifigure, Weapon;Minifigure;Weapon;P;;Trans-Dark Blue;###00296B;Transparent;;;;;;;;;;;;;;Part;Minifigure, Weapon Sword, Jagged Edges with Marbled White Pattern;?;?;?;Casier Grand OrangeDeux;B;1
;;19;16;0,4187;2;;Not Available;;U;P;11439pb01;;;0,27;;;Minifigure, Weapon;Minifigure;Weapon;P;;Trans-Neon Green;###C0F500;Transparent;;;;;;;;;;;;;;Part;Minifigure, Weapon Sword, Jagged Edges with Marbled White Pattern;?;?;?;Casier Grand OrangeDeux;B;1
;;19;20;0,1844;1;;Not Available;;U;P;11439pb01;;;0,27;;;Minifigure, Weapon;Minifigure;Weapon;P;;Trans-Green;###217625;Transparent;;;;;;;;;;;;;;Part;Minifigure, Weapon Sword, Jagged Edges with Marbled White Pattern;?;?;?;Casier Grand OrangeDeux;B;1
;;19;19;0,2952;2;;Not Available;;U;P;11439pb03;;;0,27;;;Minifigure, Weapon;Minifigure;Weapon;P;;Trans-Yellow;###EBF72D;Transparent;;;;;;;;;;;;;;Part;Minifigure, Weapon Sword, Jagged Edges with Marbled Trans-Red Pattern;?;?;?;Casier Grand OrangeDeux;B;1
;;19;115;0,0655;1;;Not Available;;U;P;19807a;;;0,12;;;Minifigure, Weapon;Minifigure;Weapon;P;;Pearl Gold;###E79E1D;Pearl;;;;;;;;;;;;;;Part;Minifigure, Weapon Throwing Star (Shuriken) with Textured Grips;2;2;0.5;Casier Grand OrangeDeux;B;1
;;19;16;0,2504;2;;Not Available;;U;P;19858pb01;;;0,4;;;Minifigure, Weapon;Minifigure;Weapon;P;;Trans-Neon Green;###C0F500;Transparent;;;;;;;;;;;;;;Part;Minifigure, Weapon Sword, Serrated with Marbled Dark Blue Pattern;?;?;?;Casier Grand OrangeDeux;B;1
;;18;1;0,1712;1;;Not Available;;U;P;2542;;;0,38;;;Minifigure, Utensil;Minifigure;Utensil;P;;White;###FFFFFF;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Oar / Paddle;?;?;?;Casier Grand OrangeDeux;B;1
;;18;5;0,5272;1;;Not Available;;U;P;2542;;;0,38;;;Minifigure, Utensil;Minifigure;Utensil;P;;Red;###B30006;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Oar / Paddle;?;?;?;Casier Grand OrangeDeux;B;1
;;18;8;0,5175;7;;Not Available;;U;P;2542;;;0,38;;;Minifigure, Utensil;Minifigure;Utensil;P;;Brown;###532115;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Oar / Paddle;?;?;?;Casier Grand OrangeDeux;B;1
;;19;88;0,2394;1;;Not Available;;U;P;2562;;;0,2;;;Minifigure, Weapon;Minifigure;Weapon;P;;Reddish Brown;###89351D;Solid;;;;;;;;;;;;;;Part;Minifigure, Weapon Gun, Pirate Flintlock Pistol;?;?;?;Casier Grand OrangeDeux;B;1
;;18;11;0,3833;5;;Not Available;;U;P;2614;;;0,48;;;Minifigure, Utensil;Minifigure;Utensil;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Fishing Rod / Pole, 12L;?;?;?;Casier Grand OrangeDeux;B;1
;;19;11;0,0948;4;;Not Available;;U;P;30088;;;0,3;;;Minifigure, Weapon;Minifigure;Weapon;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Minifigure, Weapon Spear Gun with Rounded Trigger and Thin Spear Base;?;?;?;Casier Grand OrangeDeux;B;1
;;19;3;0,1496;5;;Not Available;;U;P;30088;;;0,3;;;Minifigure, Weapon;Minifigure;Weapon;P;;Yellow;###FFE001;Solid;;;;;;;;;;;;;;Part;Minifigure, Weapon Spear Gun with Rounded Trigger and Thin Spear Base;?;?;?;Casier Grand OrangeDeux;B;1
;;19;5;0,1945;2;;Not Available;;U;P;30088;;;0,3;;;Minifigure, Weapon;Minifigure;Weapon;P;;Red;###B30006;Solid;;;;;;;;;;;;;;Part;Minifigure, Weapon Spear Gun with Rounded Trigger and Thin Spear Base;?;?;?;Casier Grand OrangeDeux;B;1
;;19;1;0,4139;2;;Not Available;;U;P;3849;;;0,71;;;Minifigure, Weapon;Minifigure;Weapon;P;;White;###FFFFFF;Solid;;;;;;;;;;;;;;Part;Minifigure, Weapon Lance;?;?;?;Casier Grand OrangeDeux;B;1
;;19;11;0,1926;1;;Not Available;;U;P;3849;;;0,71;;;Minifigure, Weapon;Minifigure;Weapon;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Minifigure, Weapon Lance;?;?;?;Casier Grand OrangeDeux;B;1
;;19;85;0,2923;1;;Not Available;;U;P;3849;;;0,71;;;Minifigure, Weapon;Minifigure;Weapon;P;;Dark Bluish Gray;###595D60;Solid;;;;;;;;;;;;;;Part;Minifigure, Weapon Lance;?;?;?;Casier Grand OrangeDeux;B;1
;;19;11;0,0951;3;;Not Available;;U;P;64567;;;0,19;;;Minifigure, Weapon;Minifigure;Weapon;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Minifigure, Weapon Lightsaber Hilt Straight;1;2.5;1;Casier Grand OrangeDeux;B;1
;;19;115;0,0939;1;;Not Available;;U;P;64567;;;0,19;;;Minifigure, Weapon;Minifigure;Weapon;P;;Pearl Gold;###E79E1D;Pearl;;;;;;;;;;;;;;Part;Minifigure, Weapon Lightsaber Hilt Straight;1;2.5;1;Casier Grand OrangeDeux;B;1
;;19;120;0,1193;1;;Not Available;;U;P;64567;;;0,19;;;Minifigure, Weapon;Minifigure;Weapon;P;;Dark Brown;###330000;Solid;;;;;;;;;;;;;;Part;Minifigure, Weapon Lightsaber Hilt Straight;1;2.5;1;Casier Grand OrangeDeux;B;1
;;19;86;0,0904;3;;Not Available;;U;P;64567;;;0,19;;;Minifigure, Weapon;Minifigure;Weapon;P;;Light Bluish Gray;###AFB5C7;Solid;;;;;;;;;;;;;;Part;Minifigure, Weapon Lightsaber Hilt Straight;1;2.5;1;Casier Grand OrangeDeux;B;1
;;18;88;0,0961;2;;Not Available;;U;P;87585;;;0,39;;;Minifigure, Utensil;Minifigure;Utensil;P;;Reddish Brown;###89351D;Solid;;;;;;;;;;;;;;Part;Minifigure, Utensil Oar / Paddle Reinforced;?;?;?;Casier Grand OrangeDeux;B;1
;;19;11;0,2288;1;;Not Available;;U;P;93789;;;0,4;;;Minifigure, Weapon;Minifigure;Weapon;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Minifigure, Weapon Pike / Spear - Flat End;?;?;?;Casier Grand OrangeDeux;B;1
;;19;11;0,0841;1;;Not Available;;U;P;98721;;;0,16;;;Minifigure, Weapon;Minifigure;Weapon;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Minifigure, Weapon Batman Batarang (2 Bat Wings with Bar in Middle);?;?;?;Casier Grand OrangeDeux;B;1
;;19;88;0,7514;1;;Not Available;;U;P;bb0664pb01;;;0,18;;;Minifigure, Weapon;Minifigure;Weapon;P;;Reddish Brown;###89351D;Solid;;;;;;;;;;;;;;Part;Minifigure, Weapon Slingshot with Dark Tan Band Pattern;?;?;?;Casier Grand OrangeDeux;B;1
;;175;34;0,1481;2;;Not Available;;U;P;22667;;;0,11;;;Food & Drink;Food & Drink;;P;;Lime;###C4E000;Solid;;;;;;;;;;;;;;Part;Cherries / Cherry Pair;1.5;2;1;Casier Grand OrangeDeux;B;2
;;20;85;0,2571;4;;Not Available;;U;P;30375;;;0,5;;;Minifigure, Body Part;Minifigure;Body Part;P;;Dark Bluish Gray;###595D60;Solid;;;;;;;;;;;;;;Part;Torso Mechanical, Battle Droid;?;?;?;Casier Grand OrangeDeux;B;2
;;20;1;0,0909;3;;Not Available;;U;P;30377;;;0,15;;;Minifigure, Body Part;Minifigure;Body Part;P;;White;###FFFFFF;Solid;;;;;;;;;;;;;;Part;Arm Mechanical, Battle Droid;?;?;?;Casier Grand OrangeDeux;B;2
;;20;11;0,0645;5;;Not Available;;U;P;30377;;;0,15;;;Minifigure, Body Part;Minifigure;Body Part;P;;Black;###212121;Solid;;;;;;;;;;;;;;Part;Arm Mechanical, Battle Droid;?;?;?;Casier Grand OrangeDeux;B;2
;;20;120;0,1563;5;;Not Available;;U;P;30377;;;0,15;;;Minifigure, Body Part;Minifigure;Body Part;P;;Dark Brown;###330000;Solid;;;;;;;;;;;;;;Part;Arm Mechanical, Battle Droid;?;?;?;Casier Grand OrangeDeux;B;2
;;20;2;0,0778;3;;Not Available;;U;P;30377;;;0,15;;;Minifigure, Body Part;Minifigure;Body Part;P;;Tan;###EED9A4;Solid;;;;;;;;;;;;;;Part;Arm Mechanical, Battle Droid;?;?;?;Casier Grand OrangeDeux;B;2
;;20;7;0,2849;9;;Not Available;;U;P;30377;;;0,15;;;Minifigure, Body Part;Minifigure;Body Part;P;;Blue;###0057A6;Solid;;;;;;;;;;;;;;Part;Arm Mechanical, Battle Droid;?;?;?;Casier Grand OrangeDeux;B;2
;;20;85;0,0754;4;;Not Available;;U;P;30377;;;0,15;;;Minifigure, Body Part;Minifigure;Body Part;P;;Dark Bluish Gray;###595D60;Solid;;;;;;;;;;;;;;Part;Arm Mechanical, Battle Droid;?;?;?;Casier Grand OrangeDeux;B;2
;;20;86;0,0813;5;;Not Available;;U;P;30377;;;0,15;;;Minifigure, Body Part;Minifigure;Body Part;P;;Light Bluish Gray;###AFB5C7;Solid;;;;;;;;;;;;;;Part;Arm Mechanical, Battle Droid;?;?;?;Casier Grand OrangeDeux;B;2
;;175;68;2,0126;1;;Not Available;;U;P;33048;;;2,29;;;Food & Drink;Food & Drink;;P;;Dark Orange;###B35408;Solid;;;;;;;;;;;;;;Part;Turkey Body (No Drumsticks);?;?;?;Casier Grand OrangeDeux;B;2
;;175;5;0,3341;1;;Not Available;;U;P;33051;;;0,69;;;Food & Drink;Food & Drink;;P;;Red;###B30006;Solid;;;;;;;;;;;;;;Part;Apple;?;?;?;Casier Grand OrangeDeux;B;2
;;175;6;0,3162;1;;Not Available;;U;P;33051;;;0,69;;;Food & Drink;Food & Drink;;P;;Green;###00923D;Solid;;;;;;;;;;;;;;Part;Apple;?;?;?;Casier Grand OrangeDeux;B;2
;;175;68;0,1812;5;;Not Available;;U;P;33057;;;0,34;;;Food & Drink;Food & Drink;;P;;Dark Orange;###B35408;Solid;;;;;;;;;;;;;;Part;Turkey Drumstick, 20mm with Round Opening on Back;?;?;?;Casier Grand OrangeDeux;B;2
;;175;5;0,124;2;;Not Available;;U;P;33078;;;0,21;;;Food & Drink;Food & Drink;;P;;Red;###B30006;Solid;;;;;;;;;;;;;;Part;Hot Dog / Sausage;?;?;?;Casier Grand OrangeDeux;B;2
;;175;3;0,1527;8;;Not Available;;U;P;33085;;;0,42;;;Food & Drink;Food & Drink;;P;;Yellow;###FFE001;Solid;;;;;;;;;;;;;;Part;Banana;?;?;?;Casier Grand OrangeDeux;B;2
;;175;68;0,2486;4;;Not Available;;U;P;33125;;;0,47;;;Food & Drink;Food & Drink;;P;;Dark Orange;###B35408;Solid;;;;;;;;;;;;;;Part;Croissant with Rounded Ends;?;?;?;Casier Grand OrangeDeux;B;2
;;175;110;0,0696;1;;Not Available;;U;P;33183;;;0,16;;;Food & Drink;Food & Drink;;P;;Bright Light Orange;###FFC700;Solid;;;;;;;;;;;;;;Part;Carrot Top / Twig;1;2.5;0.3;Casier Grand OrangeDeux;B;2
;;175;88;0,0671;6;;Not Available;;U;P;33183;;;0,16;;;Food & Drink;Food & Drink;;P;;Reddish Brown;###89351D;Solid;;;;;;;;;;;;;;Part;Carrot Top / Twig;1;2.5;0.3;Casier Grand OrangeDeux;B;2
;;175;150;0,4756;1;;Not Available;;U;P;4342;;;0,94;;;Food & Drink;Food & Drink;;P;;Medium Nougat;###E3A05B;Solid;;;;;;;;;;;;;;Part;Bread / Baguette;?;?;?;Casier Grand OrangeDeux;B;2
;;175;2;0,3402;1;;Not Available;;U;P;4342;;;0,94;;;Food & Drink;Food & Drink;;P;;Tan;###EED9A4;Solid;;;;;;;;;;;;;;Part;Bread / Baguette;?;?;?;Casier Grand OrangeDeux;B;2
;;Category ID Not Available;1;0;4;;Not Available;;U;P;4499a;;;0;;;Category Name Not Available;Category1 Not Available;Category2 Not Available;P;Category4 Not Available;White;###FFFFFF;Solid;;;;;;;;;;;;;;Part;Name Not Available;DimensionX Not Available;DimensionY Not Available;DimensionZ Not Available;Casier Grand OrangeDeux;B;2
;;Category ID Not Available;104;0;2;;Not Available;;U;P;4499a;;;0;;;Category Name Not Available;Category1 Not Available;Category2 Not Available;P;Category4 Not Available;Bright Pink;###F7BCDA;Solid;;;;;;;;;;;;;;Part;Name Not Available;DimensionX Not Available;DimensionY Not Available;DimensionZ Not Available;Casier Grand OrangeDeux;B;2
;;Category ID Not Available;11;0;4;;Not Available;;U;P;4499a;;;0;;;Category Name Not Available;Category1 Not Available;Category2 Not Available;P;Category4 Not Available;Black;###212121;Solid;;;;;;;;;;;;;;Part;Name Not Available;DimensionX Not Available;DimensionY Not Available;DimensionZ Not Available;Casier Grand OrangeDeux;B;2
