LOTID;DATEADDED;CATEGORY;COLOR;PRICE;QTY;BULK;IMAGE;DESCRIPTION;CONDITION;ITEMTYPE;ITEMID;SALE;STOCKROOM;WEIGHT;DATELASTSOLD;CURRENCY;CATEGORYNAME;CATNAME1;CATNAME2;CATNAME3;CATNAME4;COLORNAME;RGB;COLORTYPE;SUBCONDITION;REMARKS;TIERQTY1;TIERPRICE1;TIERQTY2;TIERPRICE2;TIERQTY3;TIERPRICE3;RESERVEDFOR;RETAIN;SUPERLOTID;SUPERLOTQTY;EXTDESCRIPTION;ITEMTYPENAME;ITEMIDNAME;DIMENSIONX;DIMENSIONY;DIMENSIONZ;BOX;ROW;COLUMN
;;461;11;5,9722;1;;id4444p04color11.jpg;;U;P;4444p04;;Y;5,9;;EUR;Panel, Decorated;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Panel 2 x 5 x 6 Wall with Window with Window Stones Light Gray Pattern;2.00;5.00;6.00;Penta Tiroir Mauve;A;5;
;;5;9;0,1474;30;;id3005color9.jpg;;U;P;3005;;Y;0,44;;EUR;Brick;;;P;;Light Gray;9C9C9C;Solid;;;;;;;;;;;;;;PART;Brick 1 x 1;1.00;1.00;1.00;Penta Tiroir Mauve;A;6;
;;5;1;0,0933;23;;id2357color1.jpg;;U;P;2357;;Y;1,25;;EUR;Brick;;;P;;White;FFFFFF;Solid;;;;;;;;;;;;;;PART;Brick 2 x 2 Corner;2.00;2.00;1.00;Penta Tiroir Mauve;A;7;
;;5;1;0,0498;297;;id3004color1.jpg;;U;P;3004;;Y;0,83;;EUR;Brick;;;P;;White;FFFFFF;Solid;;;;;;;;;;;;;;PART;Brick 1 x 2;1.00;2.00;1.00;Penta Tiroir Mauve;A;7;
;;5;3;0,0948;13;;id2357color3.jpg;;U;P;2357;;Y;1,25;;EUR;Brick;;;P;;Yellow;FFE001;Solid;;;;;;;;;;;;;;PART;Brick 2 x 2 Corner;2.00;2.00;1.00;Penta Tiroir Mauve;A;8;
;;5;3;0,0346;262;;id3004color3.jpg;;U;P;3004;;Y;0,83;;EUR;Brick;;;P;;Yellow;FFE001;Solid;;;;;;;;;;;;;;PART;Brick 1 x 2;1.00;2.00;1.00;Penta Tiroir Mauve;A;8;
;;5;5;0,0859;19;;id2357color5.jpg;;U;P;2357;;Y;1,25;;EUR;Brick;;;P;;Red;B30006;Solid;;;;;;;;;;;;;;PART;Brick 2 x 2 Corner;2.00;2.00;1.00;Penta Tiroir Mauve;A;9;
;;5;5;0,0376;200;;id3004color5.jpg;;U;P;3004;;Y;0,83;;EUR;Brick;;;P;;Red;B30006;Solid;;;;;;;;;;;;;;PART;Brick 1 x 2;1.00;2.00;1.00;Penta Tiroir Mauve;A;9;
;;116;11;17,2257;2;;id3961color11.jpg;;U;P;3961;;Y;4,57;;EUR;Dish;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Dish 8 x 8 Inverted &#40 Radar&#41  - Solid Studs;8.00;8.00;1.00;Penta Tiroir Mauve;B;1;
;;779;1;1,1507;2;;id3961px2color1.jpg;;U;P;3961px2;;Y;4,57;;EUR;Dish, Decorated;;;P;;White;FFFFFF;Solid;;;;;;;;;;;;;;PART;Dish 8 x 8 Inverted &#40 Radar&#41  with Black '10', '20', and '30' on Wheel of Fortune Pattern;8.00;8.00;1.00;Penta Tiroir Mauve;B;1;
;;18;23;1,6721;1;;id4094color23.jpg;;U;P;4094;;Y;3,32;;EUR;Minifigure, Utensil;;;P;;Pink;FFC0CB;Solid;;;;;;;;;;;;;;PART;Minifigure, Utensil Umbrella Top with No Bottom Flaps, 6 x 6 with Top Stud;0.00;0.00;0.00;Penta Tiroir Mauve;B;1;
;;18;34;0,5262;1;;id4094color34.jpg;;U;P;4094;;Y;3,32;;EUR;Minifigure, Utensil;;;P;;Lime;C4E000;Solid;;;;;;;;;;;;;;PART;Minifigure, Utensil Umbrella Top with No Bottom Flaps, 6 x 6 with Top Stud;0.00;0.00;0.00;Penta Tiroir Mauve;B;1;
;;116;9;0,5526;2;;id4285acolor9.jpg;;U;P;4285a;;Y;1,9;;EUR;Dish;;;P;;Light Gray;9C9C9C;Solid;;;;;;;;;;;;;;PART;Dish 6 x 6 Inverted (Radar) Webbed - Type 1 (underside attachable at any position);6.00;6.00;0.67;Penta Tiroir Mauve;B;1;
;;116;86;1,597;1;;id44375acolor86.jpg;;U;P;44375a;;Y;2,56;;EUR;Dish;;;P;;Light Bluish Gray;AFB5C7;Solid;;;;;;;;;;;;;;PART;Dish 6 x 6 Inverted &#40 Radar&#41  - Hollow Studs;6.00;6.00;0.67;Penta Tiroir Mauve;B;1;
;;117;1;0,9658;1;;id6177color1.jpg;;U;P;6177;;Y;5,49;;EUR;Tile, Round;;;P;;White;FFFFFF;Solid;;;;;;;;;;;;;;PART;Tile, Round 8 x 8 with 4 Studs in Center;8.00;8.00;0.00;Penta Tiroir Mauve;B;1;
;;105;11;2,42;1;;id2681color11.jpg;;U;P;2681;;Y;9;;EUR;Support;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Support 6 x 6 x 10 Stanchion;6.00;6.00;10.00;Penta Tiroir Mauve;B;2;
;;105;10;0,9401;1;;id30517color10.jpg;;U;P;30517;;Y;6,79;;EUR;Support;;;P;;Dark Gray;6B5A5A;Solid;;;;;;;;;;;;;;PART;Support 2 x 2 x 10 Girder Triangular Vertical - Type 1 - Solid Top, 3 Posts;2.00;2.00;10.00;Penta Tiroir Mauve;B;2;
;;105;3;0,8697;4;;id30517color3.jpg;;U;P;30517;;Y;6,79;;EUR;Support;;;P;;Yellow;FFE001;Solid;;;;;;;;;;;;;;PART;Support 2 x 2 x 10 Girder Triangular Vertical - Type 1 - Solid Top, 3 Posts;2.00;2.00;10.00;Penta Tiroir Mauve;B;2;
;;105;85;0,6026;5;;id57893color85.jpg;;U;P;57893;;Y;6,33;;EUR;Support;;;P;;Dark Bluish Gray;595D60;Solid;;;;;;;;;;;;;;PART;Support 2 x 2 x 10 Girder Triangular Vertical - Type 2 - Open Side Top, 1 Post & 1 Panel;2.00;2.00;10.00;Penta Tiroir Mauve;B;2;
;;105;11;0,9023;3;;id58827color11.jpg;;U;P;58827;;Y;5,29;;EUR;Support;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Support 2 x 2 x 10 Girder Triangular Vertical - Type 3 - 3 Posts, 2 Sections;2.00;2.00;10.00;Penta Tiroir Mauve;B;2;
;;105;3;0,7452;4;;id58827color3.jpg;;U;P;58827;;Y;5,29;;EUR;Support;;;P;;Yellow;FFE001;Solid;;;;;;;;;;;;;;PART;Support 2 x 2 x 10 Girder Triangular Vertical - Type 3 - 3 Posts, 2 Sections;2.00;2.00;10.00;Penta Tiroir Mauve;B;2;
;;105;85;1,2362;1;;id58827color85.jpg;;U;P;58827;;Y;5,29;;EUR;Support;;;P;;Dark Bluish Gray;595D60;Solid;;;;;;;;;;;;;;PART;Support 2 x 2 x 10 Girder Triangular Vertical - Type 3 - 3 Posts, 2 Sections;2.00;2.00;10.00;Penta Tiroir Mauve;B;2;
;;105;5;0,744;1;;id64448color5.jpg;;U;P;64448;;Y;4,8;;EUR;Support;;;P;;Red;B30006;Solid;;;;;;;;;;;;;;PART;Support 1 x 6 x 5 Girder Rectangular;1.00;6.00;5.00;Penta Tiroir Mauve;B;2;
;;105;11;0,5337;2;;id95347color11.jpg;;U;P;95347;;Y;5,72;;EUR;Support;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Support 2 x 2 x 10 Girder Triangular Vertical - Type 4 - 3 Posts, 3 Sections;2.00;2.00;10.00;Penta Tiroir Mauve;B;2;
;;32;1;0,2143;1;;id30183color1.jpg;;U;P;30183;;Y;6,12;;EUR;Slope, Inverted;;;P;;White;FFFFFF;Solid;;;;;;;;;;;;;;PART;Slope, Inverted 45 6 x 4 Double with Recessed Center;6.00;4.00;1.00;Penta Tiroir Mauve;B;3;
;;32;11;0,0797;1;;id30283color11.jpg;;U;P;30283;;Y;4,21;;EUR;Slope, Inverted;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Slope, Inverted 45 6 x 4 Double with 4 x 4 Cutout;6.00;4.00;1.00;Penta Tiroir Mauve;B;3;
;;32;4;0,1293;1;;id30283color4.jpg;;U;P;30283;;Y;4,21;;EUR;Slope, Inverted;;;P;;Orange;FF7E14;Solid;;;;;;;;;;;;;;PART;Slope, Inverted 45 6 x 4 Double with 4 x 4 Cutout;6.00;4.00;1.00;Penta Tiroir Mauve;B;3;
;;31;4;0,2567;1;;id32083color4.jpg;;U;P;32083;;Y;5,91;;EUR;Slope;;;P;;Orange;FF7E14;Solid;;;;;;;;;;;;;;PART;Slope 45 6 x 4 Double;6.00;4.00;1.00;Penta Tiroir Mauve;B;3;
;;72;34;1,7209;1;;id4080color34.jpg;;U;P;4080;;Y;7,3;;EUR;Vehicle;;;P;;Lime;C4E000;Solid;;;;;;;;;;;;;;PART;Vehicle, Tipper Bed 4 x 6;5.00;9.00;2.00;Penta Tiroir Mauve;B;3;
;;72;4;0,2668;3;;id4080color4.jpg;;U;P;4080;;Y;7,3;;EUR;Vehicle;;;P;;Orange;FF7E14;Solid;;;;;;;;;;;;;;PART;Vehicle, Tipper Bed 4 x 6;5.00;9.00;2.00;Penta Tiroir Mauve;B;3;
;;479;1;0,1313;1;;id4597color1.jpg;;U;P;4597;;Y;9,13;;EUR;Cockpit;;;P;;White;FFFFFF;Solid;;;;;;;;;;;;;;PART;Cockpit 6 x 6 x 1 Cabin Base;6.00;6.00;1.00;Penta Tiroir Mauve;B;3;
;;479;11;0,3193;1;;id4597color11.jpg;;U;P;4597;;Y;9,13;;EUR;Cockpit;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Cockpit 6 x 6 x 1 Cabin Base;6.00;6.00;1.00;Penta Tiroir Mauve;B;3;
;;479;85;0;2;;Not Available;;U;P;4597;;Y;9,13;;EUR;Cockpit;;;P;;Dark Gray;595D60;Solid;;;;;;;;;;;;;;PART;Cockpit 6 x 6 x 1 Cabin Base;6.00;6.00;1.00;Penta Tiroir Mauve;B;3;
;;72;7;0,4774;2;;id818color7.jpg;;U;P;818;;Y;5;;EUR;Vehicle;;;P;;Blue;0057A6;Solid;;;;;;;;;;;;;;PART;Vehicle, Tipper Bucket 2 x 4;4.00;6.00;2.00;Penta Tiroir Mauve;B;3;
;;27;11;3,1504;2;;id2539color11.jpg;;U;P;2539;;Y;3,5;;EUR;Plate, Modified;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Plate, Modified 6 x 6 Octagonal with Open Center and 4 Clips &#40 Horizontal Grip&#41 ;6.00;6.00;0.00;Penta Tiroir Mauve;B;4;
;;90;8;6,9057;1;;id2549color8.jpg;;U;P;2549;;Y;8,82;;EUR;Ladder;;;P;;Brown;6B3F22;Solid;;;;;;;;;;;;;;PART;Rope Bridge;16.00;4.00;3.00;Penta Tiroir Mauve;B;4;
;;583;85;0,1636;2;;id30036color85.jpg;;U;P;30036;;Y;5,76;;EUR;Wedge, Plate;;;P;;Dark Bluish Gray;595D60;Solid;;;;;;;;;;;;;;PART;Wedge, Plate 8 x 6 x 2/3 with Grille;8.00;6.00;0.67;Penta Tiroir Mauve;B;4;
;;27;11;0,091;1;;id30041color11.jpg;;U;P;30041;;Y;4;;EUR;Plate, Modified;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Plate, Modified 6 x 8 Trap Door Frame Horizontal;0.00;0.00;0.00;Penta Tiroir Mauve;B;4;
;;27;2;0,1425;2;;id30041color2.jpg;;U;P;30041;;Y;4;;EUR;Plate, Modified;;;P;;Tan;EED9A4;Solid;;;;;;;;;;;;;;PART;Plate, Modified 6 x 8 Trap Door Frame Horizontal;0.00;0.00;0.00;Penta Tiroir Mauve;B;4;
;;27;85;0,0996;3;;id30041color85.jpg;;U;P;30041;;Y;4;;EUR;Plate, Modified;;;P;;Dark Bluish Gray;595D60;Solid;;;;;;;;;;;;;;PART;Plate, Modified 6 x 8 Trap Door Frame Horizontal;0.00;0.00;0.00;Penta Tiroir Mauve;B;4;
;;27;11;0,094;1;;id30042color11.jpg;;U;P;30042;;Y;3,5;;EUR;Plate, Modified;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Plate, Modified 4 x 5 with Trap Door Hinge;0.00;0.00;0.00;Penta Tiroir Mauve;B;4;
;;27;2;0,1301;2;;id30042color2.jpg;;U;P;30042;;Y;3,5;;EUR;Plate, Modified;;;P;;Tan;EED9A4;Solid;;;;;;;;;;;;;;PART;Plate, Modified 4 x 5 with Trap Door Hinge;0.00;0.00;0.00;Penta Tiroir Mauve;B;4;
;;27;85;0,0663;3;;id30042color85.jpg;;U;P;30042;;Y;3,5;;EUR;Plate, Modified;;;P;;Dark Bluish Gray;595D60;Solid;;;;;;;;;;;;;;PART;Plate, Modified 4 x 5 with Trap Door Hinge;0.00;0.00;0.00;Penta Tiroir Mauve;B;4;
;;103;11;0,9466;1;;id30134color11.jpg;;U;P;30134;;Y;7,58;;EUR;Stairs;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Stairs 7 x 4 x 6 Straight Open;7.00;4.00;6.00;Penta Tiroir Mauve;B;4;
;;103;85;1,239;1;;id30134color85.jpg;;U;P;30134;;Y;7,58;;EUR;Stairs;;;P;;Dark Bluish Gray;595D60;Solid;;;;;;;;;;;;;;PART;Stairs 7 x 4 x 6 Straight Open;7.00;4.00;6.00;Penta Tiroir Mauve;B;4;
;;90;3;1,0563;1;;id4207color3.jpg;;U;P;4207;;Y;3,21;;EUR;Ladder;;;P;;Yellow;FFE001;Solid;;;;;;;;;;;;;;PART;Ladder 14 x 2.5 with 13 Steps;0.00;0.00;0.00;Penta Tiroir Mauve;B;4;
;;90;86;3,3991;3;;id4207color86.jpg;;U;P;4207;;Y;3,21;;EUR;Ladder;;;P;;Light Bluish Gray;AFB5C7;Solid;;;;;;;;;;;;;;PART;Ladder 14 x 2.5 with 13 Steps;0.00;0.00;0.00;Penta Tiroir Mauve;B;4;
;;90;9;1,7446;2;;id4207color9.jpg;;U;P;4207;;Y;3,21;;EUR;Ladder;;;P;;Light Gray;9C9C9C;Solid;;;;;;;;;;;;;;PART;Ladder 14 x 2.5 with 13 Steps;0.00;0.00;0.00;Penta Tiroir Mauve;B;4;
;;103;10;2,7143;1;;id4784color10.jpg;;U;P;4784;;Y;12;;EUR;Stairs;;;P;;Dark Gray;6B5A5A;Solid;;;;;;;;;;;;;;PART;Stairs 4 x 7 x 9 1/3 Straight Enclosed;4.00;7.00;9.33;Penta Tiroir Mauve;B;4;
;;27;10;0;2;;Not Available;;U;P;6063;;Y;6,5;;EUR;Plate, Modified;;;P;;Dark Bluish Gray;6B5A5A;Solid;;;;;;;;;;;;;;PART;Plate, Modified 10 x 10 Octagonal with 6 x 6 Open Center;10.00;10.00;0.00;Penta Tiroir Mauve;B;4;
;;91;11;0,5677;1;;id2345color11.jpg;;U;P;2345;;Y;4,95;;EUR;Panel;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Panel 3 x 3 x 6 Corner Wall;3.00;3.00;6.00;Penta Tiroir Mauve;B;5;
;;91;8;1,0078;3;;id2345color8.jpg;;U;P;2345;;Y;4,95;;EUR;Panel;;;P;;Brown;6B3F22;Solid;;;;;;;;;;;;;;PART;Panel 3 x 3 x 6 Corner Wall;3.00;3.00;6.00;Penta Tiroir Mauve;B;5;
;;540;85;3,2136;3;;id30101color85.jpg;;U;P;30101;;Y;7,08;;EUR;Door, Frame;;;P;;Dark Bluish Gray;595D60;Solid;;;;;;;;;;;;;;PART;Door, Frame 2 x 8 x 6 Swivel with Bottom Notches;2.00;8.00;6.00;Penta Tiroir Mauve;B;5;
;;103;85;0,1983;8;;id40243color85.jpg;;U;P;40243;;Y;1,77;;EUR;Stairs;;;P;;Dark Bluish Gray;595D60;Solid;;;;;;;;;;;;;;PART;Stairs Spiral Step;2.50;6.00;0.67;Penta Tiroir Mauve;B;5;
;;12;85;0,2317;2;;id40249color85.jpg;;U;P;40249;;Y;4,33;;EUR;Door;;;P;;Dark Bluish Gray;595D60;Solid;;;;;;;;;;;;;;PART;Door 2 x 5 x 5 Swivel, Bracket Base;2.00;5.00;5.00;Penta Tiroir Mauve;B;5;
;;91;11;0,9477;1;;id4444color11.jpg;;U;P;4444;;Y;5,9;;EUR;Panel;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Panel 2 x 5 x 6 Wall with Window;2.00;5.00;6.00;Penta Tiroir Mauve;B;5;
;;379;10;0,5552;1;;id6066color10.jpg;;U;P;6066;;Y;9,2;;EUR;Roof;;;P;;Dark Gray;6B5A5A;Solid;;;;;;;;;;;;;;PART;Castle Turret Top 4 x 8 x 2 1/3;4.00;8.00;2.33;Penta Tiroir Mauve;B;5;
;;379;11;0,3901;5;;id6066color11.jpg;;U;P;6066;;Y;9,2;;EUR;Roof;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Castle Turret Top 4 x 8 x 2 1/3;4.00;8.00;2.33;Penta Tiroir Mauve;B;5;
;;31;1;0,0901;5;;id3037color1.jpg;;U;P;3037;;Y;1,97;;EUR;Slope;;;P;;White;FFFFFF;Solid;;;;;;;;;;;;;;PART;Slope 45 2 x 4;2.00;4.00;0.00;Penta Tiroir Mauve;C;1;
;;31;10;0,1418;4;;id3037color10.jpg;;U;P;3037;;Y;1,97;;EUR;Slope;;;P;;Dark Gray;6B5A5A;Solid;;;;;;;;;;;;;;PART;Slope 45 2 x 4;2.00;4.00;0.00;Penta Tiroir Mauve;C;1;
;;31;11;0,1972;17;;id3037color11.jpg;;U;P;3037;;Y;1,97;;EUR;Slope;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Slope 45 2 x 4;2.00;4.00;0.00;Penta Tiroir Mauve;C;1;
;;31;3;0,0796;8;;id3037color3.jpg;;U;P;3037;;Y;1,97;;EUR;Slope;;;P;;Yellow;FFE001;Solid;;;;;;;;;;;;;;PART;Slope 45 2 x 4;2.00;4.00;0.00;Penta Tiroir Mauve;C;1;
;;31;5;0,0874;230;;id3037color5.jpg;;U;P;3037;;Y;1,97;;EUR;Slope;;;P;;Red;B30006;Solid;;;;;;;;;;;;;;PART;Slope 45 2 x 4;2.00;4.00;0.00;Penta Tiroir Mauve;C;1;
;;31;7;0,092;6;;id3037color7.jpg;;U;P;3037;;Y;1,97;;EUR;Slope;;;P;;Blue;0057A6;Solid;;;;;;;;;;;;;;PART;Slope 45 2 x 4;2.00;4.00;0.00;Penta Tiroir Mauve;C;1;
;;31;9;0,2315;4;;id3037color9.jpg;;U;P;3037;;Y;1,97;;EUR;Slope;;;P;;Light Gray;9C9C9C;Solid;;;;;;;;;;;;;;PART;Slope 45 2 x 4;2.00;4.00;0.00;Penta Tiroir Mauve;C;1;
;;6;3;0,214;3;;id6005color3.jpg;;U;P;6005;;Y;1;;EUR;Arch;;;P;;Yellow;FFE001;Solid;;;;;;;;;;;;;;PART;Arch 1 x 3 x 2 Curved Top;1.00;3.00;2.00;Penta Tiroir Mauve;C;10;
;;6;5;0,5554;1;;id6005color5.jpg;;U;P;6005;;Y;1;;EUR;Arch;;;P;;Red;B30006;Solid;;;;;;;;;;;;;;PART;Arch 1 x 3 x 2 Curved Top;1.00;3.00;2.00;Penta Tiroir Mauve;C;10;
;;6;1;0,0839;2;;id88292color1.jpg;;U;P;88292;;Y;1,04;;EUR;Arch;;;P;;White;FFFFFF;Solid;;;;;;;;;;;;;;PART;Arch 1 x 3 x 2;1.00;3.00;2.00;Penta Tiroir Mauve;C;10;
;;6;11;0,0703;14;;id88292color11.jpg;;U;P;88292;;Y;1,04;;EUR;Arch;;;P;;Black;212121;Solid;;;;;;;;;;;;;;PART;Arch 1 x 3 x 2;1.00;3.00;2.00;Penta Tiroir Mauve;C;10;
;;6;1;0,1211;1;;id4743color1.jpg;;U;P;4743;;Y;9,64;;EUR;Arch;;;P;;White;FFFFFF;Solid;;;;;;;;;;;;;;PART;Arch 2 x 8 x 3;2.00;8.00;3.00;Penta Tiroir Mauve;C;11;
