LOTID;DATEADDED;CATEGORY;COLOR;PRICE;QTY;BULK;IMAGE;DESCRIPTION;CONDITION;ITEMTYPE;ITEMID;SALE;STOCKROOM;WEIGHT;DATELASTSOLD;CURRENCY;CATEGORYNAME;CATNAME1;CATNAME2;CATNAME3;CATNAME4;COLORNAME;RGB;COLORTYPE;SUBCONDITION;REMARKS;TIERQTY1;TIERPRICE1;TIERQTY2;TIERPRICE2;TIERQTY3;TIERPRICE3;RESERVEDFOR;RETAIN;SUPERLOTID;SUPERLOTQTY;EXTDESCRIPTION;ITEMTYPENAME;ITEMIDNAME;DIMENSIONX;DIMENSIONY;DIMENSIONZ;BOX;COLUMN;ROW
;;140;86;0,0724;4;1;id3709bcolor86.jpg;;U;P;3709b;;Y;1,15;;EUR;Technic, Plate;Technic;Plate;;;Light Bluish Gray;##AFB5C7;Solid;;;;;;;;;;;;;;Part;Technic, Plate 2 x 4 with 3 Holes;2;4;0;TriTiroir VioletFoncé;A;1
;;140;9;0,065;1;1;id3709bcolor9.jpg;;U;P;3709b;;Y;1,15;;EUR;Technic, Plate;Technic;Plate;;;Light Gray;##9C9C9C;Solid;;;;;;;;;;;;;;Part;Technic, Plate 2 x 4 with 3 Holes;2;4;0;TriTiroir VioletFoncé;A;1
;;140;11;0,1468;2;1;id3738color11.jpg;;U;P;3738;;Y;2,49;;EUR;Technic, Plate;Technic;Plate;;;Black;##212121;Solid;;;;;;;;;;;;;;Part;Technic, Plate 2 x 8 with 7 Holes;2;8;0;TriTiroir VioletFoncé;A;1
;;140;3;0,1309;2;1;id3738color3.jpg;;U;P;3738;;Y;2,49;;EUR;Technic, Plate;Technic;Plate;;;Yellow;##FFE001;Solid;;;;;;;;;;;;;;Part;Technic, Plate 2 x 8 with 7 Holes;2;8;0;TriTiroir VioletFoncé;A;1
;;140;5;0,1365;6;1;id3738color5.jpg;;U;P;3738;;Y;2,49;;EUR;Technic, Plate;Technic;Plate;;;Red;##B30006;Solid;;;;;;;;;;;;;;Part;Technic, Plate 2 x 8 with 7 Holes;2;8;0;TriTiroir VioletFoncé;A;1
;;140;7;0,1809;2;1;id3738color7.jpg;;U;P;3738;;Y;2,49;;EUR;Technic, Plate;Technic;Plate;;;Blue;##0057A6;Solid;;;;;;;;;;;;;;Part;Technic, Plate 2 x 8 with 7 Holes;2;8;0;TriTiroir VioletFoncé;A;1
;;140;85;0,1618;2;1;id3738color85.jpg;;U;P;3738;;Y;2,49;;EUR;Technic, Plate;Technic;Plate;;;Dark Bluish Gray;##595D60;Solid;;;;;;;;;;;;;;Part;Technic, Plate 2 x 8 with 7 Holes;2;8;0;TriTiroir VioletFoncé;A;1
;;140;9;0,1741;2;1;id3738color9.jpg;;U;P;3738;;Y;2,49;;EUR;Technic, Plate;Technic;Plate;;;Light Gray;##9C9C9C;Solid;;;;;;;;;;;;;;Part;Technic, Plate 2 x 8 with 7 Holes;2;8;0;TriTiroir VioletFoncé;A;1
;;135;1;0,1132;6;1;id3894color1.jpg;;U;P;3894;;Y;2,2;;EUR;Technic, Brick;Technic;Brick;;;White;##FFFFFF;Solid;;;;;;;;;;;;;;Part;Technic, Brick 1 x 6 with Holes;1;6;1;TriTiroir VioletFoncé;A;1
;;135;11;0,1106;10;1;id3894color11.jpg;;U;P;3894;;Y;2,2;;EUR;Technic, Brick;Technic;Brick;;;Black;##212121;Solid;;;;;;;;;;;;;;Part;Technic, Brick 1 x 6 with Holes;1;6;1;TriTiroir VioletFoncé;A;1
;;135;3;0,0837;3;1;id3894color3.jpg;;U;P;3894;;Y;2,2;;EUR;Technic, Brick;Technic;Brick;;;Yellow;##FFE001;Solid;;;;;;;;;;;;;;Part;Technic, Brick 1 x 6 with Holes;1;6;1;TriTiroir VioletFoncé;A;1
;;135;5;0,0745;11;1;id3894color5.jpg;;U;P;3894;;Y;2,2;;EUR;Technic, Brick;Technic;Brick;;;Red;##B30006;Solid;;;;;;;;;;;;;;Part;Technic, Brick 1 x 6 with Holes;1;6;1;TriTiroir VioletFoncé;A;1
;;135;7;0,1017;2;1;id3894color7.jpg;;U;P;3894;;Y;2,2;;EUR;Technic, Brick;Technic;Brick;;;Blue;##0057A6;Solid;;;;;;;;;;;;;;Part;Technic, Brick 1 x 6 with Holes;1;6;1;TriTiroir VioletFoncé;A;1
;;135;85;0,1123;5;1;id3894color85.jpg;;U;P;3894;;Y;2,2;;EUR;Technic, Brick;Technic;Brick;;;Dark Bluish Gray;##595D60;Solid;;;;;;;;;;;;;;Part;Technic, Brick 1 x 6 with Holes;1;6;1;TriTiroir VioletFoncé;A;1
;;135;86;0,1043;1;1;id3894color86.jpg;;U;P;3894;;Y;2,2;;EUR;Technic, Brick;Technic;Brick;;;Light Bluish Gray;##AFB5C7;Solid;;;;;;;;;;;;;;Part;Technic, Brick 1 x 6 with Holes;1;6;1;TriTiroir VioletFoncé;A;1
;;135;9;0,1071;1;1;id3894color9.jpg;;U;P;3894;;Y;2,2;;EUR;Technic, Brick;Technic;Brick;;;Light Gray;##9C9C9C;Solid;;;;;;;;;;;;;;Part;Technic, Brick 1 x 6 with Holes;1;6;1;TriTiroir VioletFoncé;A;1
;;135;3;0,3053;3;1;id3895color3.jpg;;U;P;3895;;Y;4,2;;EUR;Technic, Brick;Technic;Brick;;;Yellow;##FFE001;Solid;;;;;;;;;;;;;;Part;Technic, Brick 1 x 12 with Holes;1;12;1;TriTiroir VioletFoncé;A;1
;;135;5;0,2689;4;1;id3895color5.jpg;;U;P;3895;;Y;4,2;;EUR;Technic, Brick;Technic;Brick;;;Red;##B30006;Solid;;;;;;;;;;;;;;Part;Technic, Brick 1 x 12 with Holes;1;12;1;TriTiroir VioletFoncé;A;1
;;135;7;0,3519;5;1;id3895color7.jpg;;U;P;3895;;Y;4,2;;EUR;Technic, Brick;Technic;Brick;;;Blue;##0057A6;Solid;;;;;;;;;;;;;;Part;Technic, Brick 1 x 12 with Holes;1;12;1;TriTiroir VioletFoncé;A;1
;;135;85;0,4382;6;1;id3895color85.jpg;;U;P;3895;;Y;4,2;;EUR;Technic, Brick;Technic;Brick;;;Dark Bluish Gray;##595D60;Solid;;;;;;;;;;;;;;Part;Technic, Brick 1 x 12 with Holes;1;12;1;TriTiroir VioletFoncé;A;1
;;137;1;0,0866;1;1;id32524color1.jpg;;U;P;32524;;Y;1,74;;EUR;Technic, Liftarm;Technic;Liftarm;;;White;##FFFFFF;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 7;1;7;0;TriTiroir VioletFoncé;A;2
;;137;11;0,1248;15;1;id32524color11.jpg;;U;P;32524;;Y;1,74;;EUR;Technic, Liftarm;Technic;Liftarm;;;Black;##212121;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 7;1;7;0;TriTiroir VioletFoncé;A;2
;;137;3;0,0894;3;1;id32524color3.jpg;;U;P;32524;;Y;1,74;;EUR;Technic, Liftarm;Technic;Liftarm;;;Yellow;##FFE001;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 7;1;7;0;TriTiroir VioletFoncé;A;2
;;137;34;0,1041;5;1;id32524color34.jpg;;U;P;32524;;Y;1,74;;EUR;Technic, Liftarm;Technic;Liftarm;;;Lime;##C4E000;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 7;1;7;0;TriTiroir VioletFoncé;A;2
;;137;5;0,0913;2;1;id32524color5.jpg;;U;P;32524;;Y;1,74;;EUR;Technic, Liftarm;Technic;Liftarm;;;Red;##B30006;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 7;1;7;0;TriTiroir VioletFoncé;A;2
;;137;7;0,1374;3;1;id32524color7.jpg;;U;P;32524;;Y;1,74;;EUR;Technic, Liftarm;Technic;Liftarm;;;Blue;##0057A6;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 7;1;7;0;TriTiroir VioletFoncé;A;2
;;137;85;0,0933;12;1;id32524color85.jpg;;U;P;32524;;Y;1,74;;EUR;Technic, Liftarm;Technic;Liftarm;;;Dark Bluish Gray;##595D60;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 7;1;7;0;TriTiroir VioletFoncé;A;2
;;137;86;0,1109;8;1;id32524color86.jpg;;U;P;32524;;Y;1,74;;EUR;Technic, Liftarm;Technic;Liftarm;;;Light Bluish Gray;##AFB5C7;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 7;1;7;0;TriTiroir VioletFoncé;A;2
;;137;1;0,2525;2;1;id40490color1.jpg;;U;P;40490;;Y;2,59;;EUR;Technic, Liftarm;Technic;Liftarm;;;White;##FFFFFF;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 9;1;9;0;TriTiroir VioletFoncé;A;24
;;137;10;0,2041;1;1;id40490color10.jpg;;U;P;40490;;Y;2,59;;EUR;Technic, Liftarm;Technic;Liftarm;;;Dark Gray;##6B5A5A;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 9;1;9;0;TriTiroir VioletFoncé;A;24
;;137;11;0,1507;6;1;id40490color11.jpg;;U;P;40490;;Y;2,59;;EUR;Technic, Liftarm;Technic;Liftarm;;;Black;##212121;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 9;1;9;0;TriTiroir VioletFoncé;A;24
;;137;3;0,1344;1;1;id40490color3.jpg;;U;P;40490;;Y;2,59;;EUR;Technic, Liftarm;Technic;Liftarm;;;Yellow;##FFE001;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 9;1;9;0;TriTiroir VioletFoncé;A;24
;;137;7;0,1839;2;1;id40490color7.jpg;;U;P;40490;;Y;2,59;;EUR;Technic, Liftarm;Technic;Liftarm;;;Blue;##0057A6;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 9;1;9;0;TriTiroir VioletFoncé;A;24
;;137;85;0,1339;4;1;id40490color85.jpg;;U;P;40490;;Y;2,59;;EUR;Technic, Liftarm;Technic;Liftarm;;;Dark Bluish Gray;##595D60;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 9;1;9;0;TriTiroir VioletFoncé;A;24
;;137;86;0,2604;1;1;id40490color86.jpg;;U;P;40490;;Y;2,59;;EUR;Technic, Liftarm;Technic;Liftarm;;;Light Bluish Gray;##AFB5C7;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 9;1;9;0;TriTiroir VioletFoncé;A;24
;;137;11;0,082;3;1;id32348color11.jpg;;U;P;32348;;Y;2;;EUR;Technic, Liftarm;Technic;Liftarm;;;Black;##212121;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm, Modified Bent Thick 1 x 7 (4 - 4);?;?;?;TriTiroir VioletFoncé;A;25
;;137;4;0,0853;1;1;id32348color4.jpg;;U;P;32348;;Y;2;;EUR;Technic, Liftarm;Technic;Liftarm;;;Orange;##FF7E14;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm, Modified Bent Thick 1 x 7 (4 - 4);?;?;?;TriTiroir VioletFoncé;A;25
;;137;5;0,0765;6;1;id32348color5.jpg;;U;P;32348;;Y;2;;EUR;Technic, Liftarm;Technic;Liftarm;;;Red;##B30006;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm, Modified Bent Thick 1 x 7 (4 - 4);?;?;?;TriTiroir VioletFoncé;A;25
;;137;85;0,0837;2;1;id32348color85.jpg;;U;P;32348;;Y;2;;EUR;Technic, Liftarm;Technic;Liftarm;;;Dark Bluish Gray;##595D60;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm, Modified Bent Thick 1 x 7 (4 - 4);?;?;?;TriTiroir VioletFoncé;A;25
;;137;86;0,0699;4;1;id32348color86.jpg;;U;P;32348;;Y;2;;EUR;Technic, Liftarm;Technic;Liftarm;;;Light Bluish Gray;##AFB5C7;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm, Modified Bent Thick 1 x 7 (4 - 4);?;?;?;TriTiroir VioletFoncé;A;25
;;137;10;0,1138;3;1;id32271color10.jpg;;U;P;32271;;Y;2,63;;EUR;Technic, Liftarm;Technic;Liftarm;;;Dark Gray;##6B5A5A;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm, Modified Bent Thick 1 x 9 (7 - 3);?;?;?;TriTiroir VioletFoncé;A;26
;;137;11;0,07;6;1;id32271color11.jpg;;U;P;32271;;Y;2,63;;EUR;Technic, Liftarm;Technic;Liftarm;;;Black;##212121;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm, Modified Bent Thick 1 x 9 (7 - 3);?;?;?;TriTiroir VioletFoncé;A;26
;;137;3;0,0978;1;1;id32271color3.jpg;;U;P;32271;;Y;2,63;;EUR;Technic, Liftarm;Technic;Liftarm;;;Yellow;##FFE001;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm, Modified Bent Thick 1 x 9 (7 - 3);?;?;?;TriTiroir VioletFoncé;A;26
;;137;34;0,0931;5;1;id32271color34.jpg;;U;P;32271;;Y;2,63;;EUR;Technic, Liftarm;Technic;Liftarm;;;Lime;##C4E000;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm, Modified Bent Thick 1 x 9 (7 - 3);?;?;?;TriTiroir VioletFoncé;A;26
;;137;4;0,0866;3;1;id32271color4.jpg;;U;P;32271;;Y;2,63;;EUR;Technic, Liftarm;Technic;Liftarm;;;Orange;##FF7E14;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm, Modified Bent Thick 1 x 9 (7 - 3);?;?;?;TriTiroir VioletFoncé;A;26
;;137;5;0,1072;4;1;id32271color5.jpg;;U;P;32271;;Y;2,63;;EUR;Technic, Liftarm;Technic;Liftarm;;;Red;##B30006;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm, Modified Bent Thick 1 x 9 (7 - 3);?;?;?;TriTiroir VioletFoncé;A;26
;;137;85;0,0727;2;1;id32271color85.jpg;;U;P;32271;;Y;2,63;;EUR;Technic, Liftarm;Technic;Liftarm;;;Dark Bluish Gray;##595D60;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm, Modified Bent Thick 1 x 9 (7 - 3);?;?;?;TriTiroir VioletFoncé;A;26
;;137;86;0,0747;2;1;id32271color86.jpg;;U;P;32271;;Y;2,63;;EUR;Technic, Liftarm;Technic;Liftarm;;;Light Bluish Gray;##AFB5C7;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm, Modified Bent Thick 1 x 9 (7 - 3);?;?;?;TriTiroir VioletFoncé;A;26
;;137;11;0,2331;7;1;id32525color11.jpg;;U;P;32525;;Y;2,8;;EUR;Technic, Liftarm;Technic;Liftarm;;;Black;##212121;Solid;;;;;;;;;;;;;;Part;Technic, Liftarm Thick 1 x 11;1;11;0;TriTiroir VioletFoncé;A;3
