LOTID;DATEADDED;CATEGORY;COLOR;PRICE;QTY;BULK;IMAGE;DESCRIPTION;CONDITION;ITEMTYPE;ITEMID;SALE;STOCKROOM;WEIGHT;DATELASTSOLD;CURRENCY;CATEGORYNAME;CATNAME1;CATNAME2;CATNAME3;CATNAME4;COLORNAME;RGB;COLORTYPE;SUBCONDITION;REMARKS;TIERQTY1;TIERPRICE1;TIERQTY2;TIERPRICE2;TIERQTY3;TIERPRICE3;RESERVEDFOR;RETAIN;SUPERLOTID;SUPERLOTQTY;EXTDESCRIPTION;ITEMTYPENAME;ITEMIDNAME;DIMENSIONX;DIMENSIONY;DIMENSIONZ;BOX;COLUMN;ROW
;;;5;0,00;1;;Not Available;;U;P;50947;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;63;0,00;1;;Not Available;;U;P;50947;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;7;0,00;1;;Not Available;;U;P;50947;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;7;0,00;1;;Not Available;;U;P;50947;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;7;0,00;1;;Not Available;;U;P;50947;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;85;0,00;1;;Not Available;;U;P;50947;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;85;0,00;1;;Not Available;;U;P;50947;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;1;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;11;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;110;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;152;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;3;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;3;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;34;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;34;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;4;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;4;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;42;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;48;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;6;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;63;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;63;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;63;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;7;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;7;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;85;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;85;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;88;0,00;1;;Not Available;;U;P;60212;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;1;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;103;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;105;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;11;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;11;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;155;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;3;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;34;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;34;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;39;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;4;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;4;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;4;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;48;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;55;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;6;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;63;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;63;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;67;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;68;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;7;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;7;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;7;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;85;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;85;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;86;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;88;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;88;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;90;0,00;1;;Not Available;;U;P;62361;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;80481;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;11;0,00;1;;Not Available;;U;P;93587;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;11;0,00;1;;Not Available;;U;P;93587;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;3;0,00;1;;Not Available;;U;P;93587;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;93587;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;93587;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;1;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;1;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;110;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;3;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;3;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;42;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;48;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;6;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;63;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;7;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;7;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;86;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;88;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;88;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;89;0,00;1;;Not Available;;U;P;93590;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;42;0,00;1;;Not Available;;U;P;93597;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;93597;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;1;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;1;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;11;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;11;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;153;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;153;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;156;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;3;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;3;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;34;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;4;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;4;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;42;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;59;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;63;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;85;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;85;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;88;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;89;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;89;0,00;1;;Not Available;;U;P;98282;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;1;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;1;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;120;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;153;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;155;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;3;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;36;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;4;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;42;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;48;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;5;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;6;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;63;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;85;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;85;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;86;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
;;;90;0,00;1;;Not Available;;U;P;98835;;;0;;;;;;;;;#;;;;;;;;;;;;;;;;;;;;;;;
